id,isotime,latitude,longitude,depth,magnitude,relocated,startRms,finalRms,locChange,depthChange,timeChange,numNeighbours,ph_usedP,ph_usedS,ph_stationDistMin,ph_stationDistMedian,ph_stationDistMax,dd_numTTp,dd_numTTs,dd_numCCp,dd_numCCs,dd_startResidualMedian,dd_startResidualMAD,dd_finalResidualMedian,dd_finalResidualMAD
1,2022-02-16T10:56:19.045336Z,46.510445316655,8.475949430966,-1.3662339002,-4.53,true,0.000,0.000,0.003,-0.000,-0.001,35,7,0,0.012,0.018,0.030,210,0,0,0,-0.0000,0.0001,-0.0000,0.0000
2,2022-02-16T10:58:59.761325Z,46.510444213877,8.475959091250,-1.3632530880,-2.98,true,0.001,0.000,0.001,-0.000,-0.000,48,25,0,0.012,0.043,0.107,468,0,0,0,0.0000,0.0001,-0.0000,0.0000
3,2022-02-16T11:00:36.138691Z,46.510445496425,8.475964566158,-1.3633236467,-3.74,true,0.000,0.000,0.002,-0.000,-0.000,44,19,0,0.012,0.039,0.065,378,0,0,0,0.0001,0.0001,-0.0000,0.0000
4,2022-02-16T11:02:48.376435Z,46.510429595215,8.475963948094,-1.3599383507,-4.89,true,0.000,0.000,0.003,-0.000,-0.000,40,5,0,0.013,0.016,0.022,182,0,0,0,-0.0000,0.0000,0.0000,0.0000
5,2022-02-16T11:03:38.629107Z,46.510445721325,8.475971971425,-1.3636313140,-3.59,true,0.001,0.000,0.001,-0.000,-0.000,42,19,0,0.012,0.039,0.065,361,0,0,0,0.0001,0.0000,0.0000,0.0000
6,2022-02-16T11:03:41.533702Z,46.510434549996,8.475981945576,-1.3600037024,-4.59,true,0.000,0.000,0.002,-0.000,-0.000,42,7,0,0.014,0.022,0.043,216,0,0,0,-0.0000,0.0001,0.0000,0.0000
7,2022-02-16T11:05:26.455914Z,46.510463347189,8.475983886075,-1.3684571814,-3.93,true,0.000,0.000,0.002,-0.000,-0.000,32,12,0,0.016,0.032,0.067,230,0,0,0,-0.0000,0.0001,-0.0000,0.0000
8,2022-02-16T11:05:57.067842Z,46.510429000584,8.475946638204,-1.3603430435,-4.84,true,0.000,0.000,0.004,-0.001,-0.001,40,6,0,0.013,0.017,0.025,195,0,0,0,0.0000,0.0001,0.0000,0.0000
9,2022-02-16T11:06:17.590793Z,46.510427199527,8.475950916138,-1.3604441324,-4.79,true,0.000,0.000,0.002,0.000,-0.000,42,6,0,0.012,0.017,0.042,210,0,0,0,0.0000,0.0000,-0.0000,0.0000
10,2022-02-16T11:06:37.207365Z,46.510444163852,8.475959862970,-1.3632215416,-3.32,true,0.001,0.000,0.001,-0.000,-0.000,48,26,0,0.012,0.045,0.107,465,0,0,0,0.0001,0.0001,-0.0000,0.0000
