ID,LAT,LON,DEPTH,X,Y,Z,YR,MO,DY,HR,MI,SC,MAG,A,Strike1,Dip1,Rake1,Strike2,Dip2,Rake2,Pazim,Pdip,Tazim,Tdip,Q,Type,Loc
,50.2405,12.4416,8.268,,,,2011,8,26,12,37,,2.02,1,175.44,89.66,-24.37,265.59,65.63,-179.63,142.16,17.22,226.82,-16.71,1,,
,50.2364,12.448,9.451,,,,2011,8,26,13,18,,2.21,1,266.64,60.3,152.3,11.22,66.18,32.79,132.22,3.72,39.15,39.48,1,,
,50.2462,12.4439,9.133,,,,2011,8,26,14,10,,2.03,1,166.2,88.13,-22.26,256.97,67.75,-177.98,150.65,16.91,236.25,-14.16,1,,
,50.246,12.4443,8.709,,,,2011,8,26,14,11,,2.35,1,259.51,70.83,161.29,355.86,72.36,20.15,322.55,-1.03,232.03,-26.52,1,,
,50.2392,12.4464,9.097,,,,2011,8,26,14,48,,2.38,1,269.05,72.54,148.6,9.43,60.2,20.23,128.5,-8.01,224.01,-34.3,1,,
,50.2452,12.4451,8.83,,,,2011,8,26,15,19,,2.18,1,0.46,62.17,21.71,259.94,70.91,150.4,138.23,-5.67,52.09,34.15,1,,
,50.2407,12.4477,9.534,,,,2011,8,26,15,27,,2.99,1,341.88,82.28,21.06,248.92,69.14,171.74,156.2,9.02,242.83,-20.29,1,,
,50.2396,12.4483,9.485,,,,2011,8,26,15,50,,2.12,1,254,65.32,171.96,347.37,82.7,24.9,151.68,11.85,236.65,-22.65,1,,
,50.2401,12.4485,9.473,,,,2011,8,26,15,52,,2.27,1,250.11,66.62,179.51,340.3,89.55,23.39,157.23,15.96,62.33,16.63,1,,
,50.2372,12.4486,9.43,,,,2011,8,26,16,13,,2.02,1,263.65,60.36,164.98,1.21,76.98,30.5,140.43,10.98,43.85,30.6,1,,
,50.2449,12.4453,8.847,,,,2011,8,26,19,25,,2.28,1,260.27,70.39,169.63,353.79,80.23,19.91,324.19,-6.74,231.6,-20.93,1,,
,50.2384,12.4486,9.376,,,,2011,8,26,20,2,,2.03,1,261.99,62.17,172.12,355.69,83.04,28.06,324.26,-14.15,227.64,-24.57,1,,
,50.2398,12.4444,8.651,,,,2011,8,26,23,49,,2.07,1,253.95,73.45,170.53,346.67,80.93,16.77,150.5,5.16,238.8,-18.24,1,,
,50.2385,12.4448,8.942,,,,2011,8,27,0,6,,2.27,1,271.27,71.31,174.89,2.91,85.16,18.76,134.32,9.61,41.42,16.63,1,,
,50.2382,12.4486,9.478,,,,2011,8,27,2,21,,2.18,1,262.51,61.84,172.23,356.2,83.15,28.38,143.83,14.44,227.03,-24.71,1,,
,50.2384,12.4486,9.467,,,,2011,8,27,2,29,,2.08,1,256.55,64.43,174.54,348.91,85.07,25.68,330,-14.15,234.31,-21.46,1,,
,50.2399,12.4483,9.597,,,,2011,8,27,3,13,,3.04,1,341.29,83.68,20.87,248.89,69.27,173.24,156.58,9.94,63.09,19.16,1,,
,50.2344,12.4452,8.729,,,,2011,8,27,3,17,,2.2,1,350.31,67.11,11.88,255.64,79.07,156.67,145.35,-8.1,239.01,-24.15,1,,
,50.2433,12.4455,9.529,,,,2011,8,27,3,18,,2.18,1,336.91,85.99,16.32,245.74,73.72,175.83,159.76,8.56,247.55,-14.34,1,,
,50.2452,12.4447,9.413,,,,2011,8,27,5,48,,2.48,1,343.94,82.28,17.84,251.47,72.33,171.89,153.37,6.87,241.12,-18.04,1,,
,50.245,12.4446,8.818,,,,2011,8,27,16,25,,2.05,1,359.16,67.79,21.2,260.82,70.44,156.35,139.57,-1.75,230.6,-30.27,1,,
,50.2458,12.4431,8.607,,,,2011,8,27,16,26,,2.39,1,260.09,75.15,153.26,357.45,64.22,16.54,319.45,7.26,53.54,29.26,1,,
,50.2465,12.4441,9.051,,,,2011,8,28,0,39,,2.09,1,165.12,83.04,-18.51,257.45,71.63,-172.66,150.06,17.97,237.48,-7.88,1,,
,50.2481,12.4441,8.793,,,,2011,8,28,1,25,,2.35,1,252.3,71.96,-174.14,160.48,84.43,-18.13,154.96,16.72,62.34,8.65,1,,
,50.2451,12.4449,9.424,,,,2011,9,1,6,4,,2.64,1,341.68,84.61,17.29,250.01,72.79,174.35,155.31,8.21,242.94,-16,1,,
,50.2455,12.4448,9.663,,,,2011,9,2,4,46,,2.48,1,264.71,65.72,167.39,359.97,78.52,24.81,319.55,-8.63,225.39,-25.56,1,,
,50.2461,12.445,9.791,,,,2011,9,2,5,15,,2.03,1,259.78,78.23,168.5,352.16,78.74,12,324.08,-0.36,233.98,-16.39,1,,
,50.2497,12.4413,8.367,,,,2011,9,2,19,34,,2.08,1,263.41,66.74,169.44,357.62,80.3,23.61,321.36,-9.22,227.32,-23.47,1,,
,50.2468,12.441,8.231,,,,2011,9,2,19,47,,2.01,1,266.32,64.01,173.82,359.04,84.45,26.12,320.1,-13.97,224.27,-22.23,1,,
,50.2473,12.4411,8.247,,,,2011,9,2,20,29,,2.06,1,266.12,64.79,173.68,358.82,84.28,25.34,320.12,-13.34,224.68,-21.81,1,,
,50.25,12.4401,8.074,,,,2011,9,2,21,0,,2.74,1,275.47,67.54,-153.34,174.61,65.5,-24.82,314.42,-34.29,225.32,1.32,1,,
,50.2461,12.442,7.927,,,,2011,9,2,21,16,,3.03,1,180.66,57.03,-25.77,285.39,68.61,-144.23,123.12,39.99,219.28,7.29,1,,
,50.2491,12.4399,7.98,,,,2011,9,2,21,17,,2.43,1,276.31,68.34,-155.1,176.59,66.96,-23.64,133.22,32.53,223.79,0.9,1,,
,50.245,12.4406,7.945,,,,2011,9,2,21,25,,2.35,1,271.51,71.07,-159.46,174.58,70.61,-20.12,136.87,27.65,227.02,0.3,1,,
,50.2453,12.4416,7.885,,,,2011,9,2,21,45,,2.49,1,279.67,69.62,-151.6,179.01,63.53,-22.9,129.07,34.16,221.76,3.96,1,,
,50.2469,12.4424,7.782,,,,2011,9,2,23,36,,2.92,1,274.1,72.12,-150.46,174.23,62.02,-20.34,313.29,-33.29,227.64,6.59,1,,
,50.2459,12.4394,7.932,,,,2011,9,3,0,25,,2.94,1,110.32,42.24,-69.94,264.06,50.84,-107.3,155.81,75.93,83.76,-4.42,1,,
,50.2469,12.4445,7.554,,,,2011,9,3,0,30,,2.02,1,176.02,63.2,-30.62,280.96,62.96,-149.58,311.59,-39.81,221.46,-0.15,1,,
,50.2456,12.4444,7.584,,,,2011,9,3,0,42,,2.41,1,176.32,61.23,-35.01,284.95,59.81,-146.16,309.92,-44.1,219.08,-0.88,1,,
,50.2479,12.443,7.699,,,,2011,9,3,1,15,,2.63,1,289.05,50.85,-130.84,162.9,54.08,-51.23,136.46,59.46,223.39,-1.81,1,,
,50.2473,12.4419,7.784,,,,2011,9,3,3,28,,2.05,1,280.43,60.29,-133.46,162.82,50.92,-39.67,133.08,52.77,230.32,5.47,1,,
,50.2451,12.4443,9.081,,,,2011,9,3,8,28,,2.25,1,254.99,66.15,179.61,345.15,89.64,23.85,152.48,16.35,57.37,16.88,1,,
,50.2509,12.4418,8.513,,,,2011,9,3,9,46,,2.4,1,261.52,69.21,165.62,356.72,76.57,21.4,321.92,-4.98,229.64,-24.53,1,,
,50.2414,12.4419,8.272,,,,2011,9,3,11,47,,2.2,1,266.01,60.37,177.92,357.04,88.19,29.65,322.39,-19.1,224.42,-21.83,1,,
,50.247,12.4437,9.287,,,,2011,9,3,16,29,,2.06,1,255.65,74.22,176.32,346.65,86.46,15.81,149.88,8.55,57.78,13.65,1,,
,50.2488,12.443,9.092,,,,2011,9,3,16,35,,2.04,1,255.77,68.21,175.8,347.33,86.1,21.84,330.45,-12.38,236.34,-18.09,1,,
,50.2494,12.443,9.123,,,,2011,9,3,16,35,,2.25,1,258.37,65.69,179.3,348.66,89.36,24.31,149.13,16.45,233.82,-17.4,1,,
,50.2499,12.443,9.005,,,,2011,9,3,16,38,,2.29,1,259.89,65.16,178.37,350.58,88.52,24.85,327.5,-16.19,231.97,-18.38,1,,
,50.2438,12.448,7.241,,,,2011,9,4,2,49,,2.34,1,278.88,59.15,-150.3,172.58,64.83,-34.51,316.29,-41.56,223.14,-3.54,1,,
,50.2441,12.4428,7.768,,,,2011,9,4,3,50,,2.08,1,286.03,60.35,-135.28,169.94,52.3,-38.69,127.72,51.46,223.69,4.74,1,,
,50.2449,12.443,7.742,,,,2011,9,4,3,52,,2.96,1,264.4,63.46,-145.46,157.3,59.52,-31.23,147.7,42.42,239.94,2.45,1,,
,50.2512,12.4449,7.386,,,,2011,9,4,3,56,,2.04,1,278.79,62.1,-147.14,171.97,61.35,-32.22,314.35,-42.06,224.77,0.47,1,,
,50.2429,12.4413,7.919,,,,2011,9,4,4,2,,2.04,1,290.91,57.88,-132.79,171.04,51.57,-42.74,125.17,54.63,220.32,3.64,1,,
,50.2529,12.4405,8.23,,,,2011,9,4,4,12,,2.13,1,264.11,64.02,176.4,355.69,86.76,26.02,323.02,-15.65,227.02,-20.47,1,,
,50.2535,12.4419,7.777,,,,2011,9,4,4,42,,2.21,1,278.19,61.1,-145.5,169.82,60.27,-33.82,315.68,-43.82,226.16,0.51,1,,
,50.2389,12.4448,8.925,,,,2011,9,4,11,10,,2.13,1,268.32,72.38,167.54,2.15,78.13,18.02,135.48,3.94,43.96,21.07,1,,
,50.2425,12.4417,7.959,,,,2011,9,4,11,47,,3.28,1,292.35,54.4,-132.11,169.57,52.9,-46.87,128.03,56.95,219.34,0.85,1,,
,50.2583,12.4369,8.779,,,,2011,9,4,11,50,,2.23,1,355.05,78.29,20.7,260.66,69.75,167.5,143.28,5.81,230.82,-22.85,1,,
,50.2433,12.4487,7.126,,,,2011,9,4,13,47,,2.08,1,284.15,62.09,-134.11,168.38,50.62,-37.27,307.66,-51.23,226.14,6.76,1,,
,50.243,12.4448,7.698,,,,2011,9,4,14,9,,2.06,1,285.38,58.93,-138.79,171.06,55.64,-38.69,310.15,-49.81,222.46,1.95,1,,
,50.243,12.4482,7.216,,,,2011,9,4,14,13,,2.31,1,268.05,71.47,-136.91,161.5,49.63,-24.65,136.92,43.06,239.87,13.49,1,,
,50.2406,12.4422,7.973,,,,2011,9,4,20,17,,2.41,1,173.69,60.78,-32.83,281.18,61.76,-146.35,132.2,42.82,222.77,0.61,1,,
,50.2433,12.443,7.785,,,,2011,9,4,20,18,,2.29,1,281.3,65.29,-143.66,174.21,57.43,-29.74,129.34,42.55,223.83,4.88,1,,
,50.2509,12.4462,7.243,,,,2011,9,5,3,20,,2.48,1,293.06,48.86,-145.58,178.79,64.8,-46.64,132.14,50.02,210.69,-9.45,1,,
,50.2542,12.4451,7.495,,,,2011,9,5,3,25,,2.57,1,173.89,66.44,-36.79,280.53,56.7,-151.43,316.33,-42.13,220.82,-6.06,1,,
,50.2519,12.4435,7.388,,,,2011,9,5,3,25,,2.9,1,180.31,69.11,-38.15,285.96,54.75,-154.11,311.93,-41.32,213.95,-8.97,1,,
,50.248,12.4435,7.771,,,,2011,9,5,7,38,,2.69,1,282.91,57.03,-142.78,170.46,59.5,-39.16,314.46,-48.04,222.81,-1.49,1,,
,50.2405,12.4472,7.364,,,,2011,9,5,16,42,,2.67,1,294.58,50.76,-140.57,177.1,60.54,-46.6,129.66,52.67,212.13,-5.71,1,,
,50.2351,12.4431,8.938,,,,2011,9,6,2,17,,2.23,1,285.79,59.44,166.88,22.55,78.72,31.23,299.13,-12.79,201.65,-29.85,1,,
,50.2356,12.443,8.875,,,,2011,9,6,3,4,,2.42,1,289.22,67.25,148.94,32.34,61.59,26.08,288.15,3.61,20.93,37.58,1,,
,50.2427,12.4446,8.821,,,,2011,9,6,7,28,,2.27,1,257.18,69.07,158.46,355.2,69.95,22.36,143.95,0.58,233.62,-29.68,1,,
,50.2432,12.4441,7.689,,,,2011,9,6,14,4,,2.06,1,148.45,44.06,-61.82,291.75,52.19,-114.56,129.03,70.32,231.11,4.28,1,,
,50.2628,12.443,8.13,,,,2013,4,22,18,10,,2.2,1,354.9,79.22,21.99,260.58,68.42,168.39,323.72,-7.35,230.57,-23.1,1,,
,50.2345,12.4519,7.264,,,,2013,8,15,18,17,,2.2,1,278.78,53.85,-131.94,155.5,53.08,-47.54,142.34,57.33,233.02,0.43,1,,
,50.2576,12.4466,7.114,,,,2013,8,31,6,23,,2.1,1,276.22,59.63,-154.29,172.54,68.02,-33.03,318.25,-38.47,224,-5.33,1,,
,50.226,12.4468,9.052,,,,2014,5,24,14,35,,3.5,1,46.47,65.08,117.66,175.27,36.55,45.02,333.46,-15.67,92.51,-59.99,1,,
,50.2243,12.4473,9.242,,,,2014,5,24,16,14,,2.2,1,344.17,83.84,27.13,251.02,63.04,173.09,335.36,-14.16,239.1,-23.36,1,,
,50.2265,12.4462,8.65,,,,2014,5,31,10,37,,4.4,1,37.43,58.94,73.5,247.29,34.78,115.25,130.7,12.47,180.69,-71.02,1,,
,50.2256,12.4457,8.59,,,,2014,5,31,10,43,,3,1,150.86,71.84,-25.15,249.18,66.18,-160.09,161.23,30.39,69.04,3.74,1,,
,50.2241,12.4465,8.79,,,,2014,5,31,11,16,,2.3,1,342.63,84.19,22.87,250.19,67.26,173.7,155.67,11.64,61.33,20.18,1,,
,50.2226,12.4474,8.985,,,,2014,5,31,11,32,,2.6,1,156.39,82.69,-24.72,249.74,65.5,-171.96,159.55,22.54,244.61,-11.73,1,,
,50.2218,12.448,8.577,,,,2014,5,31,11,33,,2.3,1,148.62,69.44,-19.75,245.81,71.55,-158.27,162.36,28.17,73.12,-1.41,1,,
,50.2284,12.4453,8.173,,,,2014,5,31,11,46,,2.4,1,168.74,88.03,-25.59,259.68,64.43,-177.81,148.77,19.24,232.9,-16.32,1,,
,50.2287,12.4457,8.114,,,,2014,5,31,11,47,,2.6,1,160.2,62.46,-35.84,268.68,58.72,-147.24,147.03,43.95,54.81,2.3,1,,
,50.2338,12.4438,8.08,,,,2014,5,31,15,53,,2.1,1,176.48,89.51,-21.89,266.68,68.11,-179.47,140.57,15.64,226.29,-14.93,1,,
,50.2312,12.4463,7.947,,,,2014,5,31,16,11,,2.3,1,269.83,61.02,-136.64,155.25,53.09,-37.3,143.46,50.11,239.12,4.71,1,,
,50.2214,12.4481,9.374,,,,2014,5,31,16,44,,2.5,1,166.14,85.18,-23.95,258.28,66.14,-174.73,330.34,-20.21,235.43,-13.1,1,,
,50.2291,12.4465,8.006,,,,2014,5,31,18,9,,2.1,1,267.91,63.47,-145.56,160.87,59.6,-31.19,144.19,42.35,236.38,2.4,1,,
,50.2299,12.4474,7.963,,,,2014,5,31,18,10,,2.3,1,276.73,57.12,-132.23,155.85,51.55,-43.89,140.19,55.44,54.85,-3.2,1,,
,50.2267,12.447,8.002,,,,2014,5,31,19,18,,2.7,1,168.56,64.57,-30.95,273,62.33,-150.99,139.94,39.2,228.78,-1.42,1,,
,50.228,12.4478,8.848,,,,2014,5,31,19,55,,2.1,1,229.43,21.73,88.42,51.14,68.28,90.63,129.35,23.28,127.74,-66.72,1,,
,50.2317,12.446,8.31,,,,2014,5,31,20,14,,2.5,1,340.01,84.23,15.36,248.43,74.72,174.02,156.64,6.62,64.87,14.92,1,,
,50.2302,12.4453,8.203,,,,2014,5,31,20,15,,2.9,1,354.78,72.78,26.62,256.34,64.66,160.88,145.81,5.35,232.6,-30.79,1,,
,50.237,12.4475,7.515,,,,2014,5,31,23,18,,2.1,1,153.14,49.64,-63.57,295.62,46.97,-117.65,139.11,70.12,225.21,-1.41,1,,
,50.2359,12.4437,8.399,,,,2014,6,1,0,29,,2.2,1,251.52,71.81,167.53,345.46,78.17,18.6,152.3,4.34,60.59,21.46,1,,
,50.2348,12.4462,8.772,,,,2014,6,1,8,56,,2.1,1,251.89,81.8,159.69,344.92,69.91,8.74,150.17,-8.17,63.18,20.11,1,,
,50.2273,12.4483,8.811,,,,2014,6,1,19,4,,2.3,1,246.21,20.47,101.88,53.55,69.98,85.6,123.02,24.86,133.74,-64.75,1,,
,50.2376,12.4472,7.512,,,,2014,6,2,2,25,,2.8,1,304.93,50.13,-127.8,175.36,52.67,-53.72,122.01,61.9,209.38,-1.4,1,,
,50.2387,12.4471,7.433,,,,2014,6,2,2,25,,2.1,1,308.9,46.52,-130.55,180.1,56.54,-55.57,123.78,61.21,23.59,5.55,1,,
,50.2271,12.4478,9.16,,,,2014,6,4,0,46,,2.3,1,349.28,85.48,23.65,257.3,66.43,175.06,149.03,13.12,234.22,-19.79,1,,
,50.2258,12.4463,8.96,,,,2014,8,3,23,58,,3.44,1,253.34,29.32,138.67,20.82,71.13,67.13,141.83,22.82,10.12,57.69,1,,
,50.2228,12.447,8.953,,,,2014,8,4,0,12,,2.07,1,251.85,58.14,169.51,347.43,81.1,32.29,154.27,15.3,235.6,-28.85,1,,
,50.2277,12.4478,8.819,,,,2014,8,4,0,20,,2.03,1,44.65,57.94,73.94,253.11,35.47,113.82,123.83,11.57,174.7,-72.03,1,,
,50.279,12.4322,9.679,,,,2017,7,11,11,6,,2.1,1,170.39,86.11,-38.61,263.49,51.49,-175.03,150.33,29.22,226.53,-23.1,1,,
,50.2789,12.4325,9.625,,,,2017,7,11,11,21,,2.3,1,169.76,84.77,-38.85,263.95,51.35,-173.3,150.56,30.41,226.73,-22.16,1,,
,50.2779,12.4336,9.566,,,,2017,7,11,11,25,,3,1,173.2,87.84,-36.09,264.77,53.94,-177.33,147.21,26.29,225.15,-22.93,1,,
,50.2772,12.4325,9.801,,,,2017,7,11,11,28,,2.3,1,355.27,88.5,37.11,264.14,52.91,178.12,146.59,24.08,223.76,-26.42,1,,
,50.2769,12.4334,9.685,,,,2017,7,11,11,32,,2.2,1,266.08,47.11,179.73,356.27,89.8,42.89,147.57,28.61,220.03,-28.93,1,,
,50.2767,12.4333,9.609,,,,2017,7,11,11,34,,2.2,1,268.23,47.51,178.91,358.97,89.19,42.49,144.89,27.89,217.7,-29.18,1,,
,50.2763,12.4336,9.696,,,,2017,7,11,11,47,,2.4,1,266.65,47.71,178.82,357.44,89.13,42.3,146.34,27.71,219.33,-29.12,1,,
,50.2765,12.4335,9.632,,,,2017,7,11,11,58,,3.1,1,174.91,89.61,-37.92,265.22,52.08,-179.5,146.7,26.06,223.24,-25.45,1,,
,50.277,12.4345,9.235,,,,2017,7,11,12,38,,2.5,1,176.69,88.26,-36.2,267.97,53.82,-177.84,143.89,26.03,221.73,-23.33,1,,
,50.2791,12.4329,9.368,,,,2017,7,11,13,2,,2.4,1,175.2,86.35,-33.39,267.61,56.69,-175.63,323.87,-25.68,223.75,-20.08,1,,
,50.2781,12.4329,9.915,,,,2017,7,11,13,21,,2.3,1,168.34,88.89,-37.48,259.19,52.53,-178.6,152.89,26.35,229.77,-24.61,1,,
,50.2799,12.4317,9.64,,,,2017,7,11,13,47,,2.1,1,166.85,82.4,-37.58,262.66,52.81,-170.44,152.12,31.4,229.63,-19.51,1,,
,50.2803,12.431,9.832,,,,2017,7,11,15,32,,2.4,1,160.92,78.04,-32.67,258.48,58.12,-165.88,154.91,31.33,56.75,13.11,1,,
,50.2753,12.4334,9.914,,,,2017,7,11,16,17,,2.3,1,353.08,89.66,37.02,262.83,52.98,179.58,148.41,24.93,225.63,-25.46,1,,
,50.2755,12.4333,9.681,,,,2017,7,11,17,4,,2.3,1,170.43,82.65,-36.93,265.93,53.43,-170.83,148.43,30.79,226.37,-19.32,1,,
,50.2745,12.4339,9.615,,,,2017,7,11,20,57,,2.6,1,167.51,83,-33.98,262.2,56.3,-171.58,150.6,28.58,50.51,17.82,1,,
,50.2755,12.4337,9.715,,,,2017,7,12,5,44,,2.1,1,172.82,89.6,-37.37,263.13,52.63,-179.5,148.59,25.73,225.54,-25.1,1,,
,50.2755,12.4336,9.902,,,,2017,7,12,5,46,,2.6,1,167.45,89.11,-35.07,258.08,54.93,-178.91,153,24.66,231.6,-23.28,1,,
,50.276,12.4337,10.208,,,,2017,7,12,5,52,,2.1,1,351.29,85.87,35.53,258.35,54.58,174.93,150.65,21.03,229.13,-27.44,1,,
,50.2073,12.4617,7.349,,,,2017,10,4,19,38,,2.2,1,143.23,37.36,-48.49,275.16,62.97,-116.84,127.77,62.05,65.64,-13.93,1,,
,50.2525,12.4469,9.266,,,,2018,5,10,9,15,,2.2,1,256.69,70.11,173.93,348.77,84.3,19.99,148.84,9.8,235.6,-18.11,1,,
,50.251,12.4472,9.195,,,,2018,5,10,14,24,,2.9,1,346.29,88.9,17.43,255.94,72.57,178.84,150.21,11.43,57.53,13.02,1,,
,50.2515,12.4471,9.143,,,,2018,5,10,14,41,,2.6,1,252.73,67.46,-178.07,161.99,88.22,-22.55,154.93,17.04,240.41,-14.42,1,,
,50.2509,12.4473,8.976,,,,2018,5,10,14,42,,2.1,1,261.01,69.02,174.25,353.08,84.63,21.07,144.73,10.78,231.05,-18.62,1,,
,50.2523,12.4469,9.112,,,,2018,5,10,14,47,,2.7,1,353.21,85.98,23.72,261.45,66.34,175.61,145.04,13.54,230.15,-19.47,1,,
,50.2484,12.448,9.329,,,,2018,5,10,15,24,,2.1,1,253.37,69.27,170.09,346.91,80.74,21.02,151.31,7.84,238.22,-21.35,1,,
,50.2526,12.4469,9.006,,,,2018,5,10,16,7,,2.4,1,351.56,84.41,23.34,259.15,66.78,173.91,326.83,-12.12,232.26,-20.35,1,,
,50.2495,12.4476,9.12,,,,2018,5,10,16,8,,2.5,1,347.6,86.6,20.63,256.32,69.41,176.36,149.84,11.93,236.16,-16.9,1,,
,50.2486,12.4476,9.057,,,,2018,5,10,16,11,,2.2,1,344.62,87.2,20.89,253.55,69.13,177,152.79,12.55,238.97,-16.64,1,,
,50.2497,12.4473,8.864,,,,2018,5,10,16,12,,2.2,1,253.7,69.12,177.52,344.58,87.69,20.9,152.75,12.91,58.91,16.3,1,,
,50.2527,12.4466,9.219,,,,2018,5,10,17,23,,2.4,1,172.66,83.98,-21.65,265.04,68.47,-173.52,143.14,19.49,229.31,-10.68,1,,
,50.2504,12.4468,8.648,,,,2018,5,10,17,28,,2.4,1,351.99,69.94,19.69,254.99,71.55,158.8,326.26,1.07,236.83,-27.8,1,,
,50.2527,12.4466,9.202,,,,2018,5,10,17,58,,2.1,1,174.07,86.34,-20.05,265.4,69.99,-176.11,142.03,16.68,228.58,-11.35,1,,
,50.2498,12.4474,8.85,,,,2018,5,10,18,27,,2.2,1,348.06,88.36,19.37,257.48,70.64,178.26,328.87,-12.37,235.56,-14.75,1,,
,50.2546,12.4464,8.842,,,,2018,5,10,18,49,,2.1,1,349.24,84.14,22.72,256.79,67.41,173.65,149.03,11.51,54.76,20.11,1,,
,50.2531,12.447,8.863,,,,2018,5,10,18,49,,2.3,1,357.18,77.67,23.56,261.86,67.01,166.58,142.03,7.19,228.61,-25.28,1,,
,50.2562,12.4465,8.931,,,,2018,5,10,18,55,,2.5,1,259.02,66.98,170.75,352.66,81.49,23.29,146.09,9.9,231.96,-22.4,1,,
,50.2551,12.4467,8.969,,,,2018,5,10,19,1,,2.3,1,351.43,83.35,24.61,258.4,65.57,172.69,327.45,-12.16,232.46,-21.99,1,,
,50.2523,12.4465,9.168,,,,2018,5,10,19,22,,2.7,1,352.1,89.16,23.35,261.74,66.65,179.08,145.51,15.66,230.62,-16.89,1,,
,50.2504,12.4471,9.145,,,,2018,5,10,19,22,,2.2,1,349.04,85.98,22.56,257.37,67.5,175.65,148.93,12.77,54.53,18.67,1,,
,50.2537,12.4468,9.186,,,,2018,5,10,19,34,,2.4,1,356.64,88.74,21.5,266.14,68.5,178.64,140.65,14.1,226.53,-15.94,1,,
,50.2521,12.4472,9.199,,,,2018,5,10,19,42,,2.8,1,351.75,88.39,21.99,261.11,68.02,178.27,145.7,14.17,231.4,-16.53,1,,
,50.2535,12.4466,8.905,,,,2018,5,10,19,54,,2.1,1,357.06,84.73,19.9,265.16,70.19,174.4,320.46,-10.06,227.21,-17.73,1,,
,50.2507,12.4455,8.478,,,,2018,5,10,20,24,,2.5,1,258.01,70.86,166.65,352.46,77.4,19.64,145.63,4.45,233.76,-22.71,1,,
,50.2523,12.4465,9.429,,,,2018,5,10,20,29,,2.1,1,277.7,78.29,-166.98,185.01,77.26,-12.01,128.53,17.43,38.75,-0.71,1,,
,50.2566,12.4442,8.393,,,,2018,5,10,20,41,,2.1,1,352.38,78.95,22.28,257.89,68.15,168.08,326.34,-7.33,233.14,-23.49,1,,
,50.2548,12.4466,8.911,,,,2018,5,10,20,41,,2.6,1,349.14,84.48,24.6,256.62,65.52,173.93,149.57,13,234.44,-21.16,1,,
,50.2561,12.4466,8.911,,,,2018,5,10,20,45,,2.7,1,351.48,80.93,24.52,257.36,65.81,170.05,327.69,-10.27,233.14,-23.66,1,,
,50.2537,12.4467,9.23,,,,2018,5,10,22,24,,2.5,1,356.77,89.79,21.4,266.69,68.6,179.78,320.31,-14.8,226.22,-15.11,1,,
,50.2539,12.446,9.377,,,,2018,5,10,22,27,,2.1,1,253.17,68.51,-179.84,163.11,89.85,-21.49,153.92,15.12,239.8,-14.9,1,,
,50.2486,12.4482,9.534,,,,2018,5,10,23,11,,2.2,1,253.54,74.6,175.39,344.76,85.56,15.45,151.79,7.64,59.86,14.04,1,,
,50.2476,12.4482,9.336,,,,2018,5,10,23,11,,2.6,1,240.32,74.29,171.5,332.64,81.82,15.87,164.29,5.21,72.69,16.98,1,,
,50.2475,12.4485,9.467,,,,2018,5,10,23,16,,2.4,1,254.4,72.38,173.94,346.24,84.22,17.72,150.87,8.22,58.41,16.57,1,,
,50.2468,12.4483,9.263,,,,2018,5,10,23,25,,2.2,1,252.19,74.66,175.17,343.47,85.34,15.4,153.09,7.45,61.2,14.15,1,,
,50.2554,12.4462,9.123,,,,2018,5,11,1,52,,2.5,1,302.68,58.84,-149.37,195.64,64.15,-35.09,112.79,42.39,199.77,-3.3,1,,
,50.2562,12.4467,9.033,,,,2018,5,11,1,53,,2.4,1,351.79,81.91,26.57,257.77,63.72,170.97,147.87,12.33,232.18,-24.37,1,,
,50.2558,12.443,8.148,,,,2018,5,11,2,58,,2.2,1,259.51,68.42,169.31,353.48,80.06,21.93,325.04,-7.94,231.74,-22.46,1,,
,50.2559,12.4457,8.912,,,,2018,5,11,3,7,,2.5,1,351.35,80.03,21.74,257.4,68.61,169.28,147.13,7.79,233.9,-22.36,1,,
,50.2564,12.4454,8.585,,,,2018,5,11,3,8,,2.2,1,256.18,69.13,166.14,351.21,77.07,21.44,147.41,5.37,234.99,-24.22,1,,
,50.2564,12.4444,8.4,,,,2018,5,11,3,10,,2.2,1,350.95,79.23,22.35,256.56,68.06,168.37,147.77,7.59,234.47,-23.35,1,,
,50.2594,12.4452,8.783,,,,2018,5,11,3,11,,2.3,1,350.28,82.08,23.16,256.91,67.07,171.39,328.37,-10.25,234.2,-21.89,1,,
,50.2612,12.4442,8.476,,,,2018,5,11,3,29,,2.2,1,261.79,69.14,168.57,355.9,79.33,21.25,322.49,-6.94,229.6,-22.5,1,,
,50.2598,12.4443,8.497,,,,2018,5,11,3,31,,2.4,1,255.99,64.35,170.06,350.33,81.05,25.99,149.27,11.31,234.02,-24.59,1,,
,50.2604,12.4442,8.515,,,,2018,5,11,3,31,,2.3,1,255.15,67.6,169.38,349.23,80.19,22.75,329.51,-8.57,235.85,-22.95,1,,
,50.2611,12.4444,8.559,,,,2018,5,11,3,32,,2.4,1,355.07,83.46,24.32,262.12,65.84,172.83,323.72,-12.05,228.84,-21.71,1,,
,50.2598,12.4448,8.775,,,,2018,5,11,3,38,,2.1,1,346.68,87.7,25.68,255.58,64.34,177.45,151.76,16.13,55.87,19.55,1,,
,50.2538,12.4469,9.164,,,,2018,5,11,3,51,,2.1,1,357.18,88.48,19.8,266.64,70.21,178.38,319.81,-12.75,226.34,-14.96,1,,
