Time,Eastern Bedretto,Northern Bedretto,Depth,Latitude,Longitude,Mw,MwA,Class
2023/07/12T09:03:20.749047,-104.691506207,-41.8328246317,1385.98559271,46.51059950697748,8.476005547668265,-4.2656368754398315,-4.0575927769,relocated
2023/07/12T09:03:25.415117,-112.105523965,-43.8772297202,1379.35472545,46.510581998183724,8.475908603912707,-4.025430448041286,-4.04469853433,relocated
2023/07/12T09:09:46.295781,-94.0103735426,-44.2576479969,1387.1079447,46.510576426140474,8.47614428498418, ,-4.4879623567,relocated
2023/07/12T09:09:57.200262,-88.2326603102,-44.5919021551,1395.5009512,46.51057273408558,8.476219501413418, ,-4.44270928371,relocated
2023/07/12T09:09:59.573855,-99.2760187123,-42.2491569326,1390.13149461,46.51059511897197,8.476076030158687,-4.205585268590195,-4.1591835986,relocated
2023/07/12T09:12:27.331694,-90.4580576487,-45.485236506,1397.95555881,46.510564963866685,8.47619035527379,-4.220598170302605,-4.14449500391,relocated
2023/07/12T09:12:40.017432,-109.170998317,-42.8088420952,1383.76851107,46.51059126008802,8.475947019942268,-4.224351395730706,-4.08860373198,relocated
2023/07/12T09:24:39.091947,-96.1866197592,-48.3073848587,1397.46764651,46.51054026034338,8.476115236867155,-3.856535303776684,-3.91546829209,relocated
2023/07/12T09:25:26.374317,-101.758924062,-45.7982199615,1380.28773822,46.51056348909848,8.476043069650638,-4.2656368754398315,-4.19188966809,relocated
2023/07/12T09:26:41.951777,-104.174532639,-53.7133339111,1398.67169264,46.510492584948246,8.476010238812238, ,-4.09513866397,relocated
2023/07/12T09:28:24.179526,-93.702851632,-41.4036625829,1388.45689375,46.51060206092401,8.476148783257162, ,-4.47033847606,relocated
2023/07/12T09:28:45.759484,-100.877797747,-54.773272052,1401.40409597,46.51048265950132,8.47605300681054,-3.9428594886230357,-4.07779650849,relocated
2023/07/12T09:29:20.763811,-118.179885816,-53.1528351828,1387.48191935,46.51049928959283,8.475827870681051,-4.216844944874502,-4.12719354615,relocated
2023/07/12T09:34:13.468650,-89.2142340243,-44.3928877009,1394.98220651,46.51057464082718,8.476206747578223,-4.381986863711002,-4.31860431315,relocated
2023/07/12T09:36:27.405684,-92.3384448587,-50.3880250042,1401.07137548,46.51052108841391,8.4761650134125, ,-3.63144370609,relocated
2023/07/12T09:37:30.298105,-93.478012917,-39.1724135661,1392.16961235,46.51062210460575,8.476152097465699,-4.479570724841661,-4.2082730528,relocated
2023/07/12T09:37:32.835988,-86.4871207394,-40.7584337458,1389.9344457,46.5106070067366,8.4762429018982,-3.9916514191883654,-4.17204273719,relocated
2023/07/12T09:39:00.080828,-114.187188091,-55.256269368,1391.66700424,46.51047989569253,8.475879526318248,-3.984144968332161,-4.10196942296,relocated
2023/07/12T09:40:19.331211,-95.6864190327,-48.8603467659,1399.78792102,46.51053522752213,8.476121658673705,-4.156793338024865,-4.40776288468,relocated
2023/07/12T09:41:27.505245,-93.0621928545,-52.399266762,1408.37829192,46.51050308517434,8.476155239175966,-4.306922355148957,-4.21327924327,relocated
2023/07/12T09:43:06.983180,-89.8128501098,-47.4232382054,1404.58719138,46.51054745646222,8.476198428386729,-3.3085643912737512,-3.2872895116,relocated
2023/07/12T09:44:17.634708,-100.456520667,-54.8244327446,1404.48914887,46.51048214983295,8.476058486956154,-3.7101595120806947,-4.15848670319,relocated
2023/07/12T09:48:46.177940,-109.177251643,-41.5373503268,1383.20981782,46.510602697563094,8.475947157357302,-4.381986863711002,-4.24955859411,relocated
2023/07/12T09:49:20.766381,-96.0720583755,-50.1445610166,1400.7692233,46.51052372230043,8.476116413495456,-4.220598170302605,-4.28834736966,relocated
2023/07/12T09:51:47.962276,-111.139833226,-60.0073744125,1402.13418724,46.51043680008794,8.475918411038887, ,-3.39566259582,relocated
2023/07/12T09:52:00.710895,-112.069560962,-60.7220719027,1403.44115425,46.51043048231608,8.47590617563638, ,-3.87814320467,relocated
2023/07/12T09:56:57.964029,-100.309705697,-49.4885797733,1387.73169285,46.51053012410466,8.476061315840782,-3.8002369223551495,-3.80781164332,relocated
2023/07/12T09:57:30.143737,-103.242819328,-45.9341653925,1386.88915717,46.51056244405824,8.476023715057043,-4.228104621158809,-4.09057912152,relocated
2023/07/12T09:58:13.790018,-113.384570323,-75.652351247,1393.67088029,46.510296341530434,8.475886470758564,-4.175559465165377,-4.43196004049,relocated
2023/07/12T10:01:37.676617,-144.435077886,-56.9761734327,1379.10527351,46.51046801870574,8.475485156520854,-3.4023950269763086,-3.50071748313,relocated
2023/07/12T10:02:47.218300,-111.460165741,-72.3801383615,1393.30930496,46.510325545619494,8.475912105411238,-4.427025568848229,-4.48894098785,relocated
2023/07/12T10:09:57.963074,-118.808670399,-44.8499337687,1372.84258112,46.51057404457487,8.475821106083204,-4.1380272108843545,-4.14793834239,relocated
2023/07/12T10:41:08.338573,-95.1195139631,-46.2931677608,1394.37253093,46.51055825034804,8.47612948562992, ,-4.29812574495,relocated
2023/07/12T10:43:00.355340,-99.6201981422,-48.5316096235,1372.18899617,46.510538646809174,8.476070460953444, ,-4.34119747376,relocated
2023/07/12T10:44:25.497062,-109.661796898,-58.0585583746,1398.61359315,46.51045415290083,8.47593800200021,-4.0967417311752286,-4.13173639153,relocated
2023/07/12T10:45:00.676877,-91.1374247307,-43.7597182297,1388.28295499,46.510580563481014,8.476181799995256, ,-4.42648315836,relocated
2023/07/12T10:48:30.739293,-91.5695220581,-46.6344031339,1398.62536984,46.510554759640016,8.476175677177887,-3.766457893502229,-3.95792212611,relocated
2023/07/12T10:48:43.166978,-91.5309950745,-46.4414712458,1398.630399,46.51055649044685,8.476176212346184,-3.357356321839081,-3.57323823457,relocated
2023/07/12T10:49:18.517855,-89.048160133,-44.6527658043,1395.46498023,46.51057228361347,8.476208866518544,-4.348207834858082,-4.37013961843,relocated
