id,isotime,latitude,longitude,depth,magnitude,relocated,startRms,finalRms,locChange,depthChange,timeChange,numNeighbours,ph_usedP,ph_usedS,ph_stationDistMin,ph_stationDistMedian,ph_stationDistMax,dd_numTTp,dd_numTTs,dd_numCCp,dd_numCCs,dd_startResidualMedian,dd_startResidualMAD,dd_finalResidualMedian,dd_finalResidualMAD
1,2022-07-06T10:48:51.61587Z,46.510598502797,8.476219666908,-1.3949062951,-3.79,true,0.000,0.000,0.001,0.000,-0.000,45,24,0,0.011,0.029,0.066,718,0,0,0,0.0001,0.0000,-0.0000,0.0000
2,2022-07-06T10:49:03.75551Z,46.510576831250,8.476191973264,-1.3923003303,-3.85,true,0.000,0.000,0.001,0.000,-0.000,42,24,0,0.013,0.031,0.062,664,0,0,0,0.0002,0.0001,0.0000,0.0000
3,2022-07-06T10:50:59.296248Z,46.510570733344,8.476181542665,-1.3930708734,-3.66,true,0.000,0.000,0.001,0.000,-0.000,40,24,0,0.013,0.031,0.062,683,0,0,0,0.0001,0.0000,0.0000,0.0000
4,2022-07-06T10:51:51.61572Z,46.510574838320,8.476158065041,-1.3913345349,-3.81,true,0.000,0.000,0.001,0.000,-0.000,40,23,0,0.016,0.032,0.061,592,0,0,0,-0.0002,0.0001,-0.0000,0.0000
5,2022-07-06T10:52:15.745576Z,46.510567644348,8.476174215976,-1.3924845470,-3.35,true,0.001,0.000,0.000,-0.000,-0.000,63,25,0,0.014,0.033,0.097,960,0,0,0,0.0002,0.0001,0.0000,0.0000
6,2022-07-06T10:52:47.858611Z,46.510601108151,8.476222508266,-1.3944743000,-2.96,true,0.001,0.000,0.001,-0.000,-0.000,44,26,0,0.011,0.031,0.104,703,0,0,0,0.0002,0.0001,0.0000,0.0000
7,2022-07-06T10:52:49.70847Z,46.510599829824,8.476199683242,-1.3925085235,-3.69,true,0.000,0.000,0.001,0.000,-0.000,39,25,0,0.011,0.030,0.064,589,0,0,0,0.0001,0.0000,0.0000,0.0000
8,2022-07-06T10:52:54.60528Z,46.510575841585,8.476185626192,-1.3916053294,-3.78,true,0.000,0.000,0.000,0.000,-0.000,45,23,0,0.014,0.031,0.061,684,0,0,0,0.0002,0.0001,0.0000,0.0000
9,2022-07-06T10:53:08.251854Z,46.510603155659,8.476205025401,-1.3925245539,-3.63,true,0.000,0.000,0.001,0.000,-0.000,38,23,0,0.013,0.030,0.065,576,0,0,0,-0.0000,0.0000,0.0000,0.0000
10,2022-07-06T10:53:14.529791Z,46.510596989056,8.476217335689,-1.3946934434,-3.69,true,0.000,0.000,0.001,0.000,-0.000,50,25,0,0.011,0.029,0.101,795,0,0,0,0.0001,0.0000,0.0000,0.0000
