id,isotime,latitude,longitude,depth,magnitude,relocated,startRms,finalRms,locChange,depthChange,timeChange,numNeighbours,ph_usedP,ph_usedS,ph_stationDistMin,ph_stationDistMedian,ph_stationDistMax,dd_numTTp,dd_numTTs,dd_numCCp,dd_numCCs,dd_startResidualMedian,dd_startResidualMAD,dd_finalResidualMedian,dd_finalResidualMAD
1,2022-03-30T09:20:04.606649Z,46.510706742478,8.476422262040,-1.4121835800,-4.74,true,0.000,0.000,0.001,0.002,0.000,31,4,0,0.008,0.017,0.022,115,0,0,0,-0.0001,0.0000,-0.0000,0.0000
2,2022-03-30T09:28:32.749523Z,46.510726437844,8.476407351346,-1.4117801675,-4.54,true,0.000,0.000,0.001,0.000,-0.000,48,6,0,0.010,0.020,0.025,216,0,0,0,0.0000,0.0001,-0.0000,0.0000
3,2022-03-30T09:31:33.96288Z,46.510746302304,8.476387787961,-1.4104790050,-4.49,true,0.000,0.000,0.001,-0.000,-0.000,41,5,0,0.008,0.016,0.025,169,0,0,0,-0.0000,0.0001,0.0000,0.0000
4,2022-03-30T09:35:10.645792Z,46.510849423155,8.476326372853,-1.4044919238,-4.35,true,0.000,0.000,0.002,0.000,0.000,31,5,0,0.009,0.017,0.033,149,0,0,0,0.0001,0.0001,0.0000,0.0000
5,2022-03-30T09:37:08.448333Z,46.510747915695,8.476455954706,-1.4063873255,-4.02,true,0.000,0.000,0.001,0.000,-0.000,36,9,0,0.007,0.026,0.042,217,0,0,0,0.0000,0.0001,0.0000,0.0000
6,2022-03-30T09:37:15.94301Z,46.510700422337,8.476434322426,-1.4095185740,-4.03,true,0.000,0.000,0.002,0.000,-0.000,50,10,0,0.009,0.020,0.041,327,0,0,0,-0.0000,0.0001,0.0000,0.0000
7,2022-03-30T09:37:41.882394Z,46.510738330418,8.476401734723,-1.4174608296,-4.46,true,0.000,0.000,0.001,0.001,-0.000,32,5,0,0.016,0.022,0.028,135,0,0,0,-0.0001,0.0000,0.0000,0.0000
8,2022-03-30T09:41:06.580291Z,46.510745903141,8.476451148991,-1.4063652476,-4.15,true,0.000,0.000,0.001,0.000,-0.000,35,11,0,0.007,0.024,0.041,249,0,0,0,-0.0000,0.0000,0.0000,0.0000
9,2022-03-30T13:03:55.633438Z,46.510751839550,8.476424826643,-1.4161228909,-4.49,true,0.000,0.000,0.003,0.001,-0.000,35,6,0,0.012,0.019,0.025,193,0,0,0,0.0001,0.0000,0.0000,0.0000
10,2022-03-30T13:05:08.449398Z,46.510787942160,8.476329879713,-1.4169932615,-4.50,true,0.000,0.000,0.002,0.002,-0.000,36,6,0,0.013,0.017,0.023,201,0,0,0,0.0000,0.0001,-0.0000,0.0000
