Time,Eastern Bedretto,Northern Bedretto,Depth,Latitude,Longitude,MwA
2022/03/16T09:18:30.121700,-91.9849503795,-44.315565306,1391.5376294,46.510575104365,8.476170174901,-3.57
2022/03/16T09:18:48.515862,-91.0805250634,-44.0195956775,1391.1220695,46.510577659076,8.47618200889,-4.46
2022/03/16T09:21:21.742544,-88.8940546829,-42.777971524,1395.4676279,46.510588566356,8.476210707562,-3.19
2022/03/16T09:23:09.865260,-89.2959505804,-42.8047788136,1395.1396056,46.510588373094,8.476205467064,-4.36
2022/03/16T09:25:02.655623,-91.0498909098,-44.2152186462,1391.6269418,46.510575895739,8.476182374209,-4.44
2022/03/16T09:27:51.546010,-89.0265624654,-43.6090398272,1393.009991,46.510581107292,8.476208838497,-4.51
2022/03/16T09:29:45.783690,-89.26268599,-42.535097314,1394.6472112,46.510590794972,8.47620594698,-3.89
2022/03/16T09:29:59.367937,-89.1503471625,-42.5636903618,1394.9428489,46.510590524363,8.476207405564,-4.43
2022/03/16T09:30:09.984808,-92.3192750476,-43.8053584935,1390.9550476999998,46.510579733461,8.476165907278,-3.95
2022/03/16T09:32:48.654164,-89.127467216,-42.3898468208,1394.6264942,46.510592085396,8.476207733648,-4.19
2022/03/16T09:33:52.938414,-88.6706232135,-43.0715098674,1395.5232484,46.510585899446,8.476213567871,-4.38
2022/03/16T09:34:03.584960,-91.1483731889,-44.3881089427,1391.6949723,46.510574352321,8.476181061379,-4.37
2022/03/16T09:34:14.586865,-89.616707976,-42.9157696587,1394.9099831,46.510587412946,8.476201269127,-4.27
2022/03/16T09:37:47.004807,-91.5067994911,-44.929615271,1392.5882494,46.51056952402,8.476176298335,-4.31
2022/03/16T09:38:06.667051,-89.1851345706,-42.550993464,1394.946861,46.510590642706,8.476206954537,-4.51
2022/03/16T09:38:32.801915,-89.320197376,-42.8154525445,1395.1268705,46.510588279972,8.476205149338,-4.35
2022/03/16T09:38:47.676338,-89.8640050818,-44.264106404,1393.4479021999998,46.5105753146,8.476197815299,-3.27
2022/03/16T09:38:57.640548,-88.0684955353,-41.5627693257,1394.791747,46.510599398827,8.47622167248,-4.48
2022/03/16T09:39:01.632666,-90.5225914735,-43.9987041636,1391.6806980000001,46.510577780524,8.476189281201,-4.44
2022/03/16T09:41:33.142245,-91.4814995178,-44.4833896332,1392.0117219,46.510573534845,8.476176704912,-4.61
2022/03/16T09:43:22.007077,-88.4918889133,-41.2694393292,1393.5999212000002,46.510602087871,8.476216207208,-4.33
2022/03/16T09:43:52.297972,-89.0574443345,-42.2875524398,1394.6234298,46.510592997188,8.476208663535,-4.51
2022/03/16T09:43:53.110687,-90.7754740524,-44.3499767052,1392.3597006,46.510574650832,8.476185925996,-4.1
2022/03/16T09:44:15.364974,-90.7103418242,-44.3283249945,1392.3087177,46.510574837849,8.476186778283,-4.1
2022/03/16T09:44:23.658169,-91.9180883332,-45.1244104281,1392.5109932,46.510567820803,8.476170906486,-4.48
2022/03/16T09:44:43.153046,-91.735691593,-45.0456810023,1392.4270426,46.510568507284,8.476173296343,-2.6
2022/03/16T09:44:44.351403,-91.7726462451,-44.9594968637,1392.3615226,46.510569286903,8.476172829752,-4.47
2022/03/16T09:44:50.773133,-89.842118314,-44.2921634167,1393.624878,46.510575059594,8.476198095578,-3.99
2022/03/16T09:44:58.047737,-91.5497578364,-44.5299249818,1391.839992,46.51057312442,8.47617580765,-4.27
2022/03/16T09:47:09.824755,-91.5643305215,-45.0278812428,1392.6713811,46.510568646961,8.476175531874,-4.1
2022/03/16T09:47:33.439381,-89.6162303407,-42.9151239216,1394.9326529999998,46.510587418693,8.476201275457,-3.17
2022/03/16T09:47:34.926385,-89.6895943857,-43.1721111243,1395.2840599,46.510585115795,8.476200275333,-3.82
2022/03/16T09:47:40.696559,-91.0952733825,-44.6069909865,1392.2395764999999,46.510572377093,8.476181715369,-4.45
2022/03/16T09:47:40.895110,-89.1767749358,-42.5087403089,1394.9636298,46.510591021768,8.476207070723,-4.41
2022/03/16T09:48:23.030517,-90.9021044504,-44.3296214943,1391.7590551,46.510574849103,8.476184279854,-4.42
2022/03/16T09:49:00.347806,-89.2464743988,-42.4568426334,1394.6456715,46.510591496931,8.476206171667,-3.64
2022/03/16T09:49:09.484733,-91.4560533757,-44.6980049969,1391.9402865,46.510571601406,8.476176999469,-4.62
2022/03/16T09:50:08.195310,-89.3911782205,-42.8414963463,1395.0955815,46.510588054161,8.476204220112,-3.67
2022/03/16T09:50:45.604734,-88.160296422,-41.5192702881,1394.8956261,46.510599800991,8.476220483965,-4.54
2022/03/16T09:50:53.177906,-90.3884312492,-42.1360394843,1392.6471648000002,46.510594518712,8.476191349755,-3.79
2022/03/16T09:51:18.167687,-90.9358927268,-44.1643342292,1391.7133640999998,46.51057633986,8.476183868138,-4.0
2022/03/16T09:51:38.651444,-90.0207291944,-44.5136713441,1393.861218,46.510573088366,8.476195730421,-3.62
2022/03/16T09:52:03.492227,-88.7134768669,-42.2625834958,1394.8460066,46.510593180825,8.476213149038,-3.79
2022/03/16T09:52:23.497211,-92.3277271292,-44.7015195768,1391.3112083,46.510571673587,8.47616564273,-4.26
2022/03/16T09:54:01.201405,-88.8457968617,-42.6854513499,1395.4414528000002,46.510589392824,8.476211352212,-2.87
2022/03/16T09:55:04.102916,-88.9606496948,-42.8954164477,1395.6719772,46.51058751784,8.476209819689,-3.68
2022/03/16T09:57:04.397968,-89.12004322,-42.3638348333,1394.6525548,46.510592318481,8.476207834845,-4.14
2022/03/16T09:57:45.456635,-91.6423780746,-44.3952886024,1391.514987,46.51057434653,8.476174624234,-4.39
2022/03/16T09:58:06.451138,-88.256639461,-41.6090789433,1393.4261925,46.510599004928,8.476219213581,-4.72
2022/03/16T09:58:11.285136,-89.6426497381,-43.1135152243,1395.2502197000001,46.510585637278,8.476200897032,-4.2
2022/03/16T09:58:58.074656,-89.1767368549,-42.4989853916,1394.9494837,46.51059110951,8.476207072902,-4.34
2022/03/16T09:59:45.330495,-90.4386809962,-44.0480256218,1392.4861622,46.510577326747,8.476190365759,-3.75
2022/03/16T09:59:51.240725,-90.6063937205,-44.5645276585,1393.1791107,46.510572700713,8.476188091689,-2.99
2022/03/16T10:02:15.420688,-90.3113673571,-42.5248279984,1393.3104728,46.510591012332,8.476192286662,-3.92
2022/03/16T10:02:28.638727,-89.9954777164,-44.0357972775,1392.8994214,46.510577383945,8.476196141886,-4.37
2022/03/16T10:02:58.606737,-91.0946304398,-44.7643167507,1393.0344842,46.510570961742,8.476181696507,-4.33
2022/03/16T10:03:33.818476,-88.7091257703,-41.4105252379,1393.7456687000001,46.510600844637,8.476213352696,-4.02
2022/03/16T10:04:06.966336,-90.9039138262,-44.0690874732,1391.5880108000001,46.510577192809,8.476184301191,-4.45
2022/03/16T10:04:07.762297,-91.6590739042,-44.9713410723,1392.3618725,46.510569166859,8.476174307342,-4.48
2022/03/16T10:04:09.990424,-88.65959334,-42.2215462362,1394.8515991,46.510593543538,8.476213858106,-4.03
2022/03/16T10:04:45.563840,-90.708373257,-43.7784883494,1391.0623757,46.510579783544,8.476186898861,-4.44
2022/03/16T10:04:57.587454,-89.451569533,-42.8458802742,1394.9288851,46.510588021944,8.476203432602,-4.49
2022/03/16T10:10:08.208833,-88.6601649961,-42.0799742518,1394.7335709,46.510594817044,8.476213875067,-3.56
2022/03/16T13:02:58.445498,-90.8285169755,-44.1857265688,1391.6537371,46.510576134681,8.476185263364,-4.54
2022/03/16T13:08:51.627681,-89.3807443492,-43.355877246,1396.0188724,46.510583425973,8.476204267276,-2.88
2022/03/16T13:10:06.462549,-91.727231693,-45.0375263419,1392.5258549,46.510568579608,8.476173407947,-4.43
2022/03/16T13:12:46.475783,-91.8008207041,-45.2792903206,1392.7091582,46.5105664137,8.476172407545,-3.56
2022/03/16T13:14:20.306168,-90.4854948632,-44.6119564641,1393.5600849,46.510572259645,8.476189658534,-4.22
2022/03/16T13:20:00.963079,-88.2637241925,-41.6660369691,1394.8318767,46.510598493165,8.476219111226,-3.6
