ID,LAT,LON,DEPTH,X,Y,Z,YR,MO,DY,HR,MI,SC,MAG,A,Strike1,Dip1,Rake1,Strike2,Dip2,Rake2,Pazim,Pdip,Tazim,Tdip,Q,Type ,Loc,,,,,,,,,,,,,CAT-ID,ALQ,FMQ,FMT,ScR,ME,Mw,M0,,EvID_DD,,,FMCAT-OT,FMCAT-LOC,FMCAT-MAG,MiDis,Depi,Ddep,Dmag,Region,Ref,,,,,,,,,,,,,,,,,
KP198904020658,47.138259,9.102805,7.128,726236,222147,-7128,1989,4,2,6,58,59.5,3.2,0,31,43,87,215,47,93,303,2,168,87,,,,,,,,,,,,,,,,DDR-NE0,B,1,TF,0.967,FM,3.01,36728000000000,,198900084,,,1989,4,2,6,58,0,47.144,9.111,8,3.2,22.3,0.9,-0.9,0,Weesen,11,12,,,,,,,,,
KP198904300337,47.277301,6.710679,18.353,544922,236524,-18353,1989,4,30,3,38,1.6,2.9,0,115,61,-156,13,69,-31,332,36,66,5,,,,,,,,,,,,,,,,DDR-NW0,A,1,SS,-0.306,FM,2.78,16596000000000,,198900111,,,1989,4,30,3,38,0,47.282,6.715,19,2.9,11,0.6,-0.6,0,Belleherbe,10,,,,,,,,,,
KP198905051744,47.549894,7.600911,10.826,612217,266588,-10826,1989,5,5,17,44,4.9,1.3,0,312,79,-170,220,80,-11,176,15,266,1,,,,,,,,,,,,,,,,DDR-NW0,A,1,SS,-0.117,FM,1.76,489780000000,,198900115,,,1989,5,5,17,44,0,47.559,7.609,10,2.2,2.6,1.2,0.8,-0.9,Basel,14,18,,,,,,,,,
KP198906090130,47.468154,8.333778,16.823,667487,257871,-16823,1989,6,9,1,30,39.7,1.3,0,142,42,-105,342,50,-77,311,79,63,4,,,,,,,,,,,,,,,,DDR-NE0,B,1,NF,-0.844,FM,1.76,489780000000,,198900144,,,1989,6,9,1,30,0,47.478,8.331,18,1.3,4.4,1.1,-1.2,0,Wettingen,10,,,,,,,,,,
KP198908121418,47.759618,7.722704,20.839,621301,289933,-20839,1989,8,12,14,19,8.9,1.6,0,275,35,-120,130,60,-71,80,69,206,13,,,,,,,,,,,,,,,,DDR-NW0,D,1,NF,-0.728,FM,2.78,16596000000000,,198900207,,,1989,8,12,14,19,0,47.767,7.726,19,2.7,24.8,0.9,1.8,-1.1,Marzell,14,18,,,,,,,,,
KP198909300440,46.330012,7.385489,7.617,595907,130959,-7617,1989,9,30,4,41,2.2,4.1,1,110,90,140,200,50,0,163,27,57,27,,,,,,,,,,,,,,,,DDR-SW0,A,1,OT,0.444,FM,3.62,302000000000000,,198900263,,,1989,9,30,4,41,0,46.317,7.394,7,4.1,4.3,1.6,0.6,0,Anzere,15,16,20,,,,,,,,
KP198910241203,47.343094,8.586155,7.668,686716,244216,-7668,1989,10,24,12,3,25.6,2.1,0,314,30,-166,212,83,-61,150,44,278,32,,,,,,,,,,,,,,,,DDR-NE0,B,1,SS,-0.417,FM,2.23,2483100000000,,198900293,,,1989,10,24,12,3,0,47.353,8.591,12,2.1,21.3,1.2,-4.3,0,Zuerich,10,,,,,,,,,,
KP198911192120,46.859044,8.410768,8.887,674130,190227,-8887,1989,11,19,21,20,58.5,2.4,0,196,45,8,100,84,135,157,25,47,35,,,,,,,,,,,,,,,,DDR-SE0,B,2,SS,0.294,FM,2.42,4786300000000,,198900331,,,1989,11,19,21,20,0,46.845,8.416,6,2.4,10.9,1.6,2.9,0,Engelberg,28,,,,,,,,,,
KP199001050420,47.403691,9.110625,4.83,726200,251663,-4830,1990,1,5,4,21,10,2.9,1,126,78,-160,32,70,-13,350,23,258,5,,,,,,,,,,,,,,,,DDR-NE0,D,1,SS,-0.222,FM,2.78,16596000000000,,199000013,,,1990,1,5,4,21,0,47.412,9.123,5,2.9,15.2,1.3,-0.2,0,Luetisburg,28,,,,,,,,,,
KP199002141555,46.27771,6.70757,7.847,543649,125407,-7847,1990,2,14,15,55,54.2,4.2,0,75,65,175,167,85,25,298,14,34,21,,,,,,,,,,,,,,,,DDR-SW0,B,1,SS,0.167,FM,3.9,794330000000000,,199000054,,,1990,2,14,15,56,0,46.283,6.749,17,4.2,28.8,3.2,-9.2,0,Bonneveaux,36,,,,,,,,,,
KP199003180954,46.822628,9.853776,4.731,784266,188556,-4731,1990,3,18,9,54,30.4,3.5,0,326,38,-38,88,68,-121,317,56,201,17,,,,,,,,,,,,,,,,DDR-NE0,C,1,ON,-0.539,FM,3.25,84140000000000,,199000092,,,1990,3,18,9,54,0,46.792,9.837,4,3.5,5,3.6,0.7,0,Davos,11,12,,,,,,,,,
KP199004282224,46.344928,7.514351,3.955,605828,132618,-3955,1990,4,28,22,24,56.8,2.2,0,266,46,-145,150,65,-50,108,52,212,11,,,,,,,,,,,,,,,,DDR-SW0,A,1,ON,-0.472,FM,2.3,3162300000000,,199000150,,,1990,4,28,22,24,0,46.337,7.516,3,2.2,1,0.9,1,0,Montana,15,20,,,,,,,,,
KP199005071606,46.329073,7.396483,7.699,596753,130854,-7699,1990,5,7,16,6,35.7,1.6,0,175,45,-31,288,69,-131,153,49,46,14,,,,,,,,,,,,,,,,DDR-SW0,A,1,ON,-0.444,FM,1.94,912010000000,,199000160,,,1990,5,7,16,6,0,46.323,7.404,7,1.6,3.5,0.9,0.7,0,Anzere,15,20,,,,,,,,,
KP199005110629,47.80314,7.928948,21.109,636734,294849,-21109,1990,5,11,6,29,56.7,2.4,0,58,14,56,273,78,98,356,33,193,56,,,,,,,,,,,,,,,,DDR-NW0,D,1,OT,0.767,FM,2.3,3162300000000,,199000165,,,1990,5,11,6,29,0,47.808,7.924,20,2,34.5,0.7,1.1,0.4,Utzenfeld,14,18,,,,,,,,,
KP199005110816,46.222613,7.750609,1.565,624071,119066,-1565,1990,5,11,8,16,22.7,2.1,0,263,40,-116,115,55,-70,76,72,191,8,,,,,,,,,,,,,,,,DDR-SW0,B,1,NF,-0.744,FM,2.23,2483100000000,,199000166,,,1990,5,11,8,16,0,46.218,7.765,1,2,6.8,1.2,0.6,0.1,S.Niklaus,15,20,,,,,,,,,
KP199006031923,46.297553,7.281885,0.623,587921,127361,-623,1990,6,3,19,23,54.5,2.2,0,100,60,-151,354,65,-34,315,41,48,3,,,,,,,,,,,,,,,,DDR-SW0,B,1,SS,-0.35,FM,2.3,3162300000000,,199000193,,,1990,6,3,19,23,0,46.298,7.282,3,2.2,7,0.1,-2.4,0,Sanetsch,15,20,,,,,,,,,
KP199006162241,47.563153,7.608313,19.056,612771,268063,-19056,1990,6,16,22,41,44.1,2.4,0,293,80,177,24,87,10,158,5,249,9,,,,,,,,,,,,,,,,DDR-NW0,A,1,SS,0.072,FM,2.42,4786300000000,,199000213,,,1990,6,16,22,41,0,47.576,7.619,18,2,4.9,1.6,1.1,0.4,Weil,14,18,,,,,,,,,
KP199006201059,47.851756,7.699222,15.894,619506,300173,-15894,1990,6,20,10,59,31.8,2.3,0,31,35,145,151,71,60,263,20,24,54,,,,,,,,,,,,,,,,DDR-NW0,D,1,OT,0.528,FM,2.3,3162300000000,,199000217,,,1990,6,20,10,59,0,47.848,7.713,17,2,42.5,1.1,-1.1,0.3,Sulzburg,14,18,,,,,,,,,
KP199007251438,47.509383,7.657935,10.204,616522,262094,-10204,1990,7,25,14,38,34.4,2,1,180,86,-32,272,58,-176,131,25,231,19,,,,,,,,,,,,,,,,DDR-NW0,D,1,ON,-0.356,FM,2.17,2018400000000,,199000264,,,1990,7,25,14,38,0,47.516,7.672,10,2,14.1,1.3,0.2,0,Pratteln,14,18,,,,,,,,,
KP199007261229,46.33447,7.38704,6.963,596027,131454,-6963,1990,7,26,12,30,14.5,2.4,1,285,80,-140,187,51,-13,154,35,50,19,,,,,,,,,,,,,,,,DDR-SW0,A,1,ON,-0.444,FM,2.42,4786300000000,,199000269,,,1990,7,26,12,30,0,46.325,7.395,7,2.4,3.1,1.2,0,0,Anzere,15,16,20,,,,,,,,
KP199007311913,47.648747,7.756428,21.847,623879,277615,-21847,1990,7,31,19,13,13.6,1.7,0,318,21,-109,158,70,-83,80,64,243,25,,,,,,,,,,,,,,,,DDR-NW0,A,1,NF,-0.856,FM,2.49,6095400000000,,199000279,,,1990,7,31,19,13,0,47.659,7.77,19,2,7.5,1.5,2.8,-0.3,Steinen,14,18,,,,,,,,,
KP199008110531,47.268687,7.995175,13.751,642117,235458,-13751,1990,8,11,5,31,47.2,2.8,0,11,90,0,281,90,180,326,0,236,0,,,,,,,,,,,,,,,,DDR-NE0,A,1,SS,0,FM,2.7,12589000000000,,199000296,,,1990,8,11,5,31,0,47.274,8,15,2.8,8.7,0.7,-1.2,0,Zofingen,28,,,,,,,,,,
KP199008161839,47.511867,7.588947,11.645,611324,262358,-11645,1990,8,16,18,39,17.2,2.1,0,282,61,-167,186,79,-30,140,29,237,12,,,,,,,,,,,,,,,,DDR-NW0,A,1,SS,-0.239,FM,2.23,2483100000000,,199000305,,,1990,8,16,18,39,0,47.523,7.599,11,2.1,8.4,1.5,0.6,0,Reinach,28,,,,,,,,,,
KP199008311056,46.28136,7.450964,7.781,600950,125549,-7781,1990,8,31,10,57,6.3,2,2,181,53,25,75,70,140,132,11,32,42,,,,,,,,,,,,,,,,DDR-SW0,A,1,SS,0.444,FM,2.17,2018400000000,,199000318,,,1990,8,31,10,57,0,46.271,7.458,7,2,5.8,1.3,0.8,0,S.Leonard,15,20,,,,,,,,,
KP199009250518,46.179976,7.625646,4.672,614440,114296,-4672,1990,9,25,5,19,1.6,3.9,0,70,50,-130,303,54,-52,273,60,7,2,,,,,,,,,,,,,,,,DDR-SW0,A,1,ON,-0.567,FM,3.61,288290000000000,,199000348,,,1990,9,25,5,19,0,46.173,7.635,5,3.6,1.9,1.1,-0.3,0.3,Vissoie,15,20,,,,,,,,,
KP199011081938,47.513739,7.685932,11.016,618629,262584,-11016,1990,11,8,19,38,47.4,2,0,282,50,-141,164,61,-47,127,53,225,6,,,,,,,,,,,,,,,,DDR-NW0,A,1,ON,-0.478,FM,2.17,2018400000000,,199000409,,,1990,11,8,19,38,0,47.524,7.698,11,2,3.6,1.5,0,0,Pratteln,28,,,,,,,,,,
KP199011221550,46.903695,8.994218,2.188,718517,195906,-2188,1990,11,22,15,51,19.7,3.7,0,341,60,6,248,85,150,298,17,200,24,,,,,,,,,,,,,,,,DDR-SE0,B,1,SS,0.2,FM,3.25,84140000000000,,199000426,,,1990,11,22,15,51,0,46.89,8.999,5,3.6,6.1,1.6,-2.8,0.1,Linthal-Toedi,30,,,,,,,,,,
KP199011280137,47.52856,7.826829,19.235,629235,264275,-19235,1990,11,28,1,38,10.5,2,0,319,48,-130,190,55,-55,159,61,256,4,,,,,,,,,,,,,,,,DDR-NW0,A,1,ON,-0.583,FM,2.17,2018400000000,,199000429,,,1990,11,28,1,38,0,47.539,7.83,18,2,5.7,1.2,1.2,0,Moehlin,14,18,,,,,,,,,
KP199012110910,47.853,7.941,13,637602,300399,-13000,1990,12,11,9,10,23,1.5,0,92,35,-132,320,65,-65,269,62,32,16,,,,,,,,,,,,,,,,BULLETIN,D,1,ON,-0.628,FM,1.88,741310000000,,199000454,,,1990,12,11,9,10,0,47.853,7.941,13,1.5,-9,0,0,0,Todtnauberg,14,18,,,,,,,,,
KP199012172334,46.224483,7.632768,5.776,614978,119245,-5776,1990,12,17,23,34,45.9,1.7,0,319,42,-49,90,60,-120,310,62,201,10,,,,,,,,,,,,,,,,DDR-SW0,A,1,ON,-0.606,FM,1.99,1083900000000,,199000442,,,1990,12,17,23,34,0,46.219,7.638,5,1.7,6.2,0.7,0.8,0,Vissoie,15,20,,,,,,,,,
KP199101010729,47.831279,7.651065,0.321,615908,297885,-321,1991,1,1,7,29,4.4,1.8,0,68,63,-176,336,87,-27,288,21,25,16,,,,,,,,,,,,,,,,DDR-NW0,D,1,SS,-0.172,FM,2.3,3162300000000,,199100002,,,1991,1,1,7,29,0,47.836,7.654,12,2,40,0.6,-11.7,-0.2,Laufen,14,18,,,,,,,,,
KP199105200013,47.664,7.823,17,628873,279333,-17000,1991,5,20,0,13,46,1.5,0,105,73,-170,12,80,-17,328,19,59,5,,,,,,,,,,,,,,,,BULLETIN,D,1,SS,-0.15,FM,1.88,741310000000,,199100364,,,1991,5,20,0,13,0,47.664,7.823,17,1.5,-9,0,0,0,Hausern,14,18,,,,,,,,,
KP199106041716,47.545144,7.594309,7.616,611721,266058,-7616,1991,6,4,17,17,9.5,1.6,0,360,56,24,256,70,144,311,9,213,39,,,,,,,,,,,,,,,,DDR-NW0,D,1,SS,0.333,FM,1.94,912010000000,,199100123,,,1991,6,4,17,17,0,47.552,7.614,7,1.7,11.6,1.7,0.6,-0.1,Basel,14,18,,,,,,,,,
KP199108250006,47.674537,7.293026,-0.34,589066,280445,340,1991,8,25,0,6,40.7,2.6,0,292,76,-172,200,82,-14,155,16,247,4,,,,,,,,,,,,,,,,ABSRELOC,D,1,SS,-0.122,FM,2.56,7762500000000,,199100202,,,1991,8,25,0,6,0,47.638,7.33,12,2,28.4,4.9,-12.3,0.6,Mulhouse,14,18,,,,,,,,,
KP199109071808,46.220845,7.933845,10.06,638210,118942,-10060,1991,9,7,18,9,21.3,2.4,0,135,55,-19,236,74,-144,101,37,2,12,,,,,,,,,,,,,,,,DDR-SW0,C,1,SS,-0.306,FM,2.42,4786300000000,,199100215,,,1991,9,7,18,9,0,46.219,7.937,8,2.4,8.3,0.3,2.1,0,Stalden,15,20,,,,,,,,,
KP199111050913,47.590877,7.678398,17.773,618036,271159,-17773,1991,11,5,9,13,6.3,2.1,0,334,43,-122,194,55,-64,160,68,266,7,,,,,,,,,,,,,,,,DDR-NW0,A,1,ON,-0.678,FM,2.23,2483100000000,,199100269,,,1991,11,5,9,13,0,47.599,7.692,17,1.8,5.4,1.4,0.8,0.3,Loerrach,14,18,,,,,,,,,
KP199111121910,47.679,7.475,12,602732,280931,-12000,1991,11,12,19,10,52,1.8,0,175,59,-22,277,71,-147,139,36,44,8,,,,,,,,,,,,,,,,BULLETIN,D,1,SS,-0.306,FM,2.05,1333500000000,,199100365,,,1991,11,12,19,10,0,47.679,7.475,12,1.8,-9,0,0,0,Sierentz,14,18,,,,,,,,,
KP199111200154,46.734093,9.526211,7.866,759542,177999,-7866,1991,11,20,1,54,17.3,5,1,294,37,-72,92,55,-103,321,76,191,9,,,,,,,,,,,,,,,,DDR-SE0,B,1,NF,-0.8,FM,4.7,1.2589E+016,,199100276,,,1991,11,20,1,54,0,46.731,9.527,6,5,23.9,0.3,1.9,0,Vaz,26,,,,,,,,,,
KP199203250533,47.504376,7.631437,9.635,614527,261532,-9635,1992,3,25,5,33,17.5,2.4,0,278,65,-160,179,72,-26,137,31,230,5,,,,,,,,,,,,,,,,DDR-NW0,A,1,SS,-0.256,FM,2.42,4786300000000,,199200050,,,1992,3,25,5,33,0,47.515,7.633,8,2.6,11.1,1.2,1.6,-0.2,Muttenz,28,,,,,,,,,,
KP199205080644,47.15373,9.516391,0.085,757556,224615,-85,1992,5,8,6,44,39.9,4.7,0,102,63,-160,3,72,-28,321,32,54,6,,,,,,,,,,,,,,,,DDR-NE0,D,2,SS,-0.267,MT,4.34,3630800000000000,,199200080,,,1992,5,8,6,55,0,47.266,9.498,6,4.6,17.1,12.6,-5.9,0.1,Buchs,33,,,,,,,,,,
KP199212302133,47.712668,8.379978,24.445,670644,285097,-24445,1992,12,30,21,34,12.2,3.9,0,181,71,3,90,87,161,137,11,44,15,,,,,,,,,,,,,,,,DDR-NW0,D,1,SS,0.122,FM,3.52,213800000000000,,199200236,,,1992,12,30,21,34,0,47.71,8.38,22,4,10.8,0.3,2.4,-0.1,Wutoeschingen,19,28,,,,,,,,,
KP199408280604,46.87915,8.760253,2.023,700740,192851,-2023,1994,8,28,6,4,45.2,3.9,0,68,56,156,172,70,36,297,9,34,39,,,,,,,,,,,,,,,,DDR-SE0,B,1,SS,0.333,FM,3.71,412100000000000,,199400154,,,1994,8,28,6,4,0,46.875,8.777,4,3.9,11.7,1.4,-2,0,Schaechental,28,30,34,,,,,,,,
KP199412140855,45.99885,6.433031,11.532,522091,94644,-11532,1994,12,14,8,55,59.6,4.5,1,220,70,130,332,44,29,282,15,173,49,,,,,,,,,,,,,,,,ABSRELOC,D,1,OT,0.556,FM,4.2,2238700000000000,,199400262,,,1994,12,14,8,56,0,45.958,6.425,10,4.5,36.5,4.6,1.5,0,Gd.Bornand,17,,,,,,,,,,
KP199501101126,47.734722,7.742726,16.588,622813,287171,-16588,1995,1,10,11,26,14.1,2.7,0,336,36,-108,178,56,-77,126,75,259,10,,,,,,,,,,,,,,,,DDR-NW0,D,1,NF,-0.828,FM,2.81,18408000000000,,199500005,,,1995,1,10,11,26,0,47.744,7.748,14,2.7,30,1.1,2.6,0,Dinkelberg,30,34,,,,,,,,,
KP199506251853,47.59329,8.877809,10.618,708243,272392,-10618,1995,6,25,18,53,7.1,3.6,0,167,58,-90,347,32,-90,77,77,257,13,,,,,,,,,,,,,,,,DDR-NE0,D,1,NF,-1,FM,3.34,114820000000000,,199500127,,,1995,6,25,18,53,0,47.604,8.873,12,3.5,20,1.2,-1.4,0.1,Frauenfeld,28,,,,,,,,,,
KP199509171629,46.791255,7.210103,5.388,582551,182258,-5388,1995,9,17,16,29,24.8,3.6,1,175,88,3,85,87,178,310,1,40,4,,,,,,,,,,,,,,,,DDR-SW0,B,1,SS,0.033,FM,3.44,162180000000000,,199500188,,,1995,9,17,16,29,0,46.782,7.2,2,3.8,19.2,1.3,3.4,-0.2,Fribourg,39,,,,,,,,,,
KP199511160557,47.051787,8.789557,0.333,702643,212078,-333,1995,11,16,5,57,21,4,0,16,45,0,286,90,135,341,30,231,30,,,,,,,,,,,,,,,,DDR-NE0,B,1,SS,0.25,FM,3.82,602560000000000,,199500243,,,1995,11,16,5,57,0,47.057,8.798,4,3.8,16,0.9,-3.7,0.2,Iberg,28,30,34,,,,,,,,
KP199602211857,46.373513,7.574303,6.068,610438,135802,-6068,1996,2,21,18,57,28.2,3.2,1,242,87,-178,152,88,-3,107,4,197,1,,,,,,,,,,,,,,,,DDR-SW0,B,1,SS,-0.022,FM,3.01,36728000000000,,199600045,,,1996,2,21,18,57,0,46.368,7.579,5,3.3,4,0.7,1.1,-0.1,Leukerbad-Trubelstock,21,,,,,,,,,,
KP199603310607,45.915966,7.470263,-2.303,602453,84930,2303,1996,3,31,6,8,1.2,4.2,0,44,38,-137,278,65,-60,231,59,347,15,,,,,,,,,,,,,,,,ABSRELOC,D,1,ON,-0.572,FM,4.15,1883600000000000,,199600098,,,1996,3,31,6,8,0,45.938,7.46,4,4.2,18.9,2.6,-6.3,0,Valpelline,21,,,,,,,,,,
KP199604240936,47.547608,7.604795,12.101,612510,266334,-12101,1996,4,24,9,36,56.9,2.8,0,292,55,174,25,85,35,153,20,254,28,,,,,,,,,,,,,,,,DDR-NW0,D,1,SS,0.228,FM,2.7,12589000000000,,199600126,,,1996,4,24,9,36,0,47.565,7.607,12,2.7,20,1.9,0.1,0.1,Basel,28,,,,,,,,,,
KP199606150105,47.591998,7.623888,23.375,613935,271273,-23375,1996,6,15,1,5,53.7,2.4,0,314,73,165,48,76,17,180,2,271,23,,,,,,,,,,,,,,,,DDR-NW0,D,1,SS,0.178,FM,2.42,4786300000000,,199600175,,,1996,6,15,1,5,0,47.602,7.642,21,2.4,21.4,1.8,2.4,0,Basel,28,,,,,,,,,,
KP199606280342,47.75221,8.765765,7.134,699518,289912,-7134,1996,6,28,3,43,10.6,3,1,289,78,-172,197,82,-12,153,14,244,3,,,,,,,,,,,,,,,,DDR-NE0,D,1,SS,-0.089,FM,2.96,30903000000000,,199600201,,,1996,6,28,3,43,0,47.759,8.761,9,3.1,20,0.8,-1.9,-0.1,Singen,28,,,,,,,,,,
KP199607150013,45.935,6.092,3,495550,87944,-3000,1996,7,15,0,13,30.4,5.1,1,316,70,-10,49,81,-160,274,21,181,7,,,,,,,,,,,,,,,,BULLETIN,D,1,SS,-0.111,FM,4.59,8609900000000000,,199600214,,,1996,7,15,0,13,0,45.938,6.088,3,5.1,64,0.5,0,0,Annecy,24,,,,,,,,,,
KP199608240238,47.423768,9.039998,24.999,720825,253784,-24999,1996,8,24,2,38,22.8,3.9,0,184,42,-63,330,53,-112,183,72,75,6,,,,,,,,,,,,,,,,DDR-NE0,D,1,NF,-0.728,FM,3.59,272270000000000,,199600289,,,1996,8,24,2,38,0,47.432,9.049,29,4,11,1.1,-4,-0.1,Kirchberg,21,,,,,,,,,,
KP199612070534,46.901234,8.423463,0.839,675039,194929,-839,1996,12,7,5,34,28.6,2.7,1,172,74,36,70,56,160,297,11,36,37,,,,,,,,,,,,,,,,DDR-SE0,B,1,OT,0.4,FM,2.63,9885500000000,,199600359,,,1996,12,7,5,34,0,46.913,8.425,2,2.5,12.9,1.3,-1.2,0.2,Oberrickenbach,28,,,,,,,,,,
KP199612150448,47.330138,7.900243,16.651,634893,242244,-16651,1996,12,15,4,49,8.8,3,0,313,50,-141,195,61,-47,158,53,256,6,,,,,,,,,,,,,,,,DDR-NW0,B,1,ON,-0.478,FM,2.85,21135000000000,,199600366,,,1996,12,15,4,49,0,47.341,7.886,20,3,3.8,1.6,-3.3,0,Olten,21,,,,,,,,,,
KP199612251239,46.214835,7.201406,7.761,581692,118182,-7761,1996,12,25,12,39,25.4,3.1,0,252,80,-170,160,80,-10,116,14,206,0,,,,,,,,,,,,,,,,DDR-SW0,B,1,SS,-0.111,FM,2.93,27861000000000,,199600370,,,1996,12,25,12,39,0,46.212,7.205,7,3.1,20.8,0.4,0.8,0,Chamoson,21web,,,,,,,,,,
KP199702210504,47.423919,7.871511,7.733,632664,252658,-7733,1997,2,21,5,4,26.9,1.7,1,316,55,-114,174,42,-60,171,69,63,7,,,,,,,,,,,,,,,,DDR-NW0,A,1,NF,-0.733,FM,1.99,1083900000000,,199700045,,,1997,2,21,5,4,0,47.422,7.875,8,1.8,6.3,0.3,-0.3,-0.1,Laeufelfingen,22,28,,,,,,,,,
KP199709020030,47.593793,7.853746,24.237,631223,271538,-24237,1997,9,2,0,30,53.4,2.6,0,128,53,-90,308,37,-90,38,82,218,8,,,,,,,,,,,,,,,,DDR-NW0,D,1,NF,-1,FM,2.74,14454000000000,,199700249,,,1997,9,2,0,30,0,47.606,7.861,23,2.6,12.6,1.5,1.2,0,Moehlin,22,,,,,,,,,,
KP199710231206,47.173989,8.61278,25.922,689009,225447,-25922,1997,10,23,12,7,2,3.2,0,221,65,-2,312,88,-155,179,19,84,16,,,,,,,,,,,,,,,,DDR-NE0,A,1,SS,-0.15,FM,3.01,36728000000000,,199700286,,,1997,10,23,12,7,0,47.181,8.624,30,3.2,24.3,1.2,-4.1,0,Menzingen,22,,,,,,,,,,
KP199711220455,47.126582,9.206666,-0.413,734142,221021,413,1997,11,22,4,56,10,3.8,0,256,28,83,84,62,94,171,17,4,73,,,,,,,,,,,,,,,,ABSRELOC,B,2,TF,0.939,MT,3.62,302000000000000,,199700304,,,1997,11,22,4,56,0,47.134,9.189,1,3.8,17.1,1.6,-1.4,0,Quinten,33,,,,,,,,,,
KP199711280830,46.444309,7.890092,8.747,634691,143763,-8747,1997,11,28,8,30,20.6,2.9,0,250,60,-150,144,64,-34,105,41,198,3,,,,,,,,,,,,,,,,DDR-SW0,B,2,ON,-0.356,FM,2.78,16596000000000,,199700313,,,1997,11,28,8,30,0,46.437,7.898,12,2.9,21.8,1,-3.3,0,Loetschental,22,,,,,,,,,,
KP199804210230,47.163761,9.327698,7.834,743224,225368,-7834,1998,4,21,2,30,56,3.6,0,209,78,6,118,84,168,164,4,73,13,,,,,,,,,,,,,,,,DDR-NE0,B,1,SS,0.1,FM,3.3,100000000000000,,199800072,,,1998,4,21,2,30,0,47.14,9.338,10,3.6,12,2.8,-2.2,0,Walenstadt,25,,,,,,,,,,
KP199805071716,46.135828,7.374635,3.969,595053,109373,-3969,1998,5,7,17,16,43.2,3.3,0,92,55,-90,272,35,-90,2,80,182,10,,,,,,,,,,,,,,,,DDR-SW0,A,1,NF,-1,FM,3.09,48417000000000,,199800099,,,1998,5,7,17,16,0,46.126,7.393,6,3.3,5.5,1.8,-2,0,Val,d'Heremence,25,,,,,,,,,
KP199812092207,46.19172,7.543955,2.099,608130,115590,-2099,1998,12,9,22,8,14.9,3.5,0,256,28,-80,65,62,-95,323,72,159,17,,,,,,,,,,,,,,,,DDR-SW0,C,1,NF,-0.917,FM,3.17,63826000000000,,199800279,,,1998,12,9,22,8,0,46.191,7.552,4,3.4,16.6,0.6,-1.9,0.1,Grimentz,25,,,,,,,,,,
KP199902140557,46.80354,7.225758,4.571,583750,183620,-4571,1999,2,14,5,57,54,4.2,1,354,88,9,264,81,178,129,5,219,8,,,,,,,,,,,,,,,,ABSRELOC,D,1,SS,0.1,FM,4.01,1315200000000000,,199900033,,,1999,2,14,5,58,0,46.793,7.215,2,4.3,20.5,1.4,2.6,-0.1,Fribourg,39,,,,,,,,,,
KP199905201311,46.656361,7.315468,6.942,590572,167244,-6942,1999,5,20,13,11,35.8,3.8,0,300,42,-82,109,49,-97,326,84,204,3,,,,,,,,,,,,,,,,DDR-SW0,B,1,NF,-0.917,FM,3.48,186210000000000,,199900133,,,1999,5,20,13,11,0,46.655,7.32,7,3.8,29.8,0.4,-0.1,0,Jaun,27,,,,,,,,,,
KP199907132046,47.503282,7.689579,18.174,618908,261422,-18174,1999,7,13,20,47,1.6,2.8,0,215,70,-5,307,85,-160,173,17,79,11,,,,,,,,,,,,,,,,DDR-NW0,C,1,SS,-0.139,FM,2.7,12589000000000,,199900228,,,1999,7,13,20,47,0,47.514,7.696,19,2.7,11.5,1.3,-0.8,0.1,Pratteln,27,28,,,,,,,,,
KP199909121325,47.573401,8.540272,1.674,682890,269770,-1674,1999,9,12,13,25,22.5,3.2,0,151,80,175,242,85,10,16,3,107,11,,,,,,,,,,,,,,,,DDR-NE0,B,1,SS,0.083,FM,3.01,36728000000000,,199900289,,,1999,9,12,13,25,0,47.58,8.538,2,3.1,15.2,0.8,-0.3,0.1,EGL,Eglisau,27,28,,,,,,,,
KP199912290929,46.14195,6.904122,4.23,558696,110193,-4230,1999,12,29,9,29,30.1,3.3,0,111,34,-105,309,57,-80,249,76,32,11,,,,,,,,,,,,,,,,DDR-SW0,C,1,NF,-0.861,FM,3.03,39355000000000,,199900348,,,1999,12,29,9,29,0,46.129,6.923,4,3.3,9,2,0.2,0,Salanfe,27,,,,,,,,,,
KP199912292042,46.560118,10.308062,4.085,819979,160560,-4085,1999,12,29,20,42,35.4,5.1,0,330,25,-94,155,65,-88,69,70,243,20,,,,,,,,,,,,,,,,DDR-SE0,C,2,NF,-0.967,MT,4.9,2.5119E+016,,199900350,,,1999,12,29,20,42,0,46.553,10.305,4,4.8,10.3,0.8,0.1,0.3,Bormio,33,,,,,,,,,,
KP200002222245,46.873756,10.00566,1.649,795664,194604,-1649,2000,2,22,22,45,33.6,3.4,0,174,68,-10,268,81,-158,133,22,39,9,,,,,,,,,,,,,,,,DDR-SE0,B,1,SS,-0.178,FM,3.07,45186000000000,,200000065,,,2000,2,22,22,46,0,46.854,9.994,4,3.3,16.1,2.4,-2.4,0.1,Klosters,29,,,,,,,,,,
KP200002230406,47.067314,9.522741,7.907,758293,215024,-7907,2000,2,23,4,7,7.5,3.7,1,183,56,18,83,75,145,137,12,38,35,,,,,,,,,,,,,,,,DDR-SE0,A,1,SS,0.2,FM,3.1,50119000000000,,200000066,,,2000,2,23,4,7,0,47.044,9.512,7,3.7,9.6,2.7,0.9,0,Bad,Ragaz,29,,,,,,,,,
