ID,LAT,LON,DEPTH,X,Y,Z,YR,MO,DY,HR,MI,SC,MAG,A,Strike1,Dip1,Rake1,Strike2,Dip2,Rake2,Pazim,Pdip,Tazim,Tdip,Q,Type ,Loc,,,,,,,,,,,,,CAT-ID,ALQ,FMQ,FMT,ScR,ME,Mw,M0,,EvID_DD,,,FMCAT-OT,FMCAT-LOC,FMCAT-MAG,MiDis,Depi,Ddep,Dmag,Region,Ref,,,,,,,,,,,,,,,,,
KP201201020142,46.698517,9.747351,4.277,776554,174520,-4277,2012,1,2,1,42,57.7,3.5,1,130,37,-103,327,54,-80,274,78,50,8,,,,,,,,,,,,,,,,DDR-SE0,B,1,NF,-0.856,FM,3.34,114820000000000,,201200008,,,2012,1,2,1,42,0,46.7,9.737,8,3.5,13.3,0.8,-3.7,0,Filisur,49,,,,,,,,,,
KP201201242354,45.516,10.887,2,999000,999000,-2000,2012,1,24,23,54,45.5,4.4,0,113,64,-180,23,90,-26,335,18,71,18,,,,,,,,,,,,,,,,BULLETIN,D,9,SS,-0.144,MT,3.94,1038000000000000,,201200050,,,2012,1,24,23,54,45,45.516,10.887,2,4.4,30.7,0,0,0,LagoDiGarda,?,,,,,,,,,,
KP201202112245,47.144314,8.547981,27.498,684144,222076,-27498,2012,2,11,22,45,27.3,4.2,0,308,68,-160,210,72,-23,168,29,260,2,,,,,,,,,,,,,,,,DDR-NE0,A,1,SS,-0.239,FM,3.76,547050000000000,,201200080,,,2012,2,11,22,45,0,47.149,8.553,32,4.2,20.3,0.6,-4.5,0,Zug,49,,,,,,,,,,
KP201202240032,47.143364,8.545194,26.816,683934,221968,-26816,2012,2,24,0,32,30.4,3.5,0,294,78,-164,201,74,-12,158,20,67,3,,,,,,,,,,,,,,,,DDR-NE0,A,1,SS,-0.156,FM,3.16,61660000000000,,201200109,,,2012,2,24,0,32,0,47.144,8.534,32,3.5,20.5,0.9,-5.2,0,Zug,49,,,,,,,,,,
KP201206280909,47.48119,9.379145,5.171,746251,260744,-5171,2012,6,28,9,10,13.5,2.1,0,314,68,-157,215,69,-24,174,31,265,1,,,,,,,,,,,,,,,,DDR-NE0,B,2,SS,-0.261,FM,2.23,2510300000000,,201200297,,,2012,6,28,9,10,0,47.479,9.379,6,2.1,7.1,0.2,-0.8,0,Wittenbach-SG,52,-,T.,Diehl,based,on,SC3,+,HASH,SG,Paper
KP201209040513,46.944759,8.461397,8.253,677866,199804,-8253,2012,9,4,5,13,24.9,2.9,0,6,87,1,276,89,177,321,1,231,3,,,,,,,,,,,,,,,,DDR-SE0,A,1,SS,0.022,FM,2.95,29854000000000,,201200396,,,2012,9,4,5,13,0,46.935,8.474,9,2.9,7.9,1.4,-0.7,0,Beckenried,49,,,,,,,,,,
KP201210250110,46.039014,6.884884,4.781,557128,98760,-4781,2012,10,25,1,10,57.6,3.63,1,63,65,-179,333,89,-25,285,18,21,17,,,,,,,,,,,,,,,,DDR-SW0,A,1,SS,-0.011,FM,3.28,105810000000000,,201200512,,,2012,10,25,1,10,0,46.035,6.896,4,3.6,9.3,1,0.8,0,Vallorcine,49,,,,,,,,,,
KP201304062315,46.167126,7.392275,6.743,596418,112851,-6743,2013,4,6,23,15,29.4,2.71,0,64,47,-140,304,62,-51,265,55,7,9,,,,,,,,,,,,,,,,DDR-SW0,A,1,ON,-0.506,FM,2.8,17783000000000,,201300250,,,2013,4,6,23,15,0,46.162,7.402,7,2.7,7.4,0.9,-0.3,0,Heremence,50,,,,,,,,,,
KP201306080306,47.766531,7.873788,21.972,632625,290754,-21972,2013,6,8,3,6,5.2,2.62,0,315,75,-149,216,60,-17,179,32,83,10,,,,,,,,,,,,,,,,DDR-NW0,A,1,ON,-0.267,FM,2.69,12162000000000,,201300457,,,2013,6,8,3,6,0,47.776,7.853,23,2.6,21,1.9,-1,0,Schoenau,50,,,,,,,,,,
KP201307031413,47.329009,7.387703,24.582,596151,242017,-24582,2013,7,3,14,13,50.6,3.19,0,315,55,-135,195,55,-45,165,55,255,0,,,,,,,,,,,,,,,,DDR-NW0,A,2,ON,-0.5,FM,3.18,66069000000000,,201300516,,,2013,7,3,14,13,0,47.318,7.391,25,3.2,15.1,1.2,-0.4,0,Courrendlin,50,,,,,,,,,,
KP201307200040,47.422365,9.320573,4.084,741994,254098,-4084,2013,7,20,0,40,41.2,2.14,2,120,73,176,211,86,17,344,9,77,15,,,,,,,,,,,,,,,,DDR-NE0,A,2,SS,0.189,FM,2.59,8609900000000,,201300624,,,2013,7,20,0,40,0,47.421,9.319,5,2.1,1,0.2,-0.9,0,St.Gallen,52,-,T.,Diehl,based,on,SC3,+,HASH,SG,Paper
KP201307200330,47.421985,9.320744,4.027,742008,254056,-4027,2013,7,20,3,30,55.2,3.51,2,124,72,-174,32,84,-18,347,17,79,8,,,,,,,,,,,,,,,,DDR-NE0,A,1,SS,-0.2,FM,3.3,110760000000000,,201300636,,,2013,7,20,3,30,0,47.421,9.316,4,3.5,0.9,0.4,0,0,St.Gallen,50,,,,,,,,,,
KP201308091044,47.24681,11.49166,8.741,999000,999000,-8741,2013,8,9,10,44,8.2,3.37,0,120,45,152,231,70,48,350,15,97,47,,,,,,,,,,,,,,,,BULLETIN,B,9,SS,0.422,MT,3.22,86516000000000,,201300887,,,2013,8,9,10,44,8,47.247,11.492,8.7,3.4,11,0,0,0,Innsbruck,?,,,,,,,,,,
KP201311032142,47.330154,8.253684,25.039,661608,242463,-25039,2013,11,3,21,42,44.3,2.71,0,285,83,176,15,86,7,150,2,240,8,,,,,,,,,,,,,,,,DDR-NE0,A,2,SS,0.061,FM,2.65,10593000000000,,201301195,,,2013,11,3,21,42,0,47.335,8.274,30,2.7,18.1,1.6,-5,0,Wohlen,50,,,,,,,,,,
KP201312120059,47.074312,9.502508,7.225,756736,215761,-7225,2013,12,12,0,59,19.1,4.09,1,94,59,-171,359,82,-31,312,27,51,16,,,,,,,,,,,,,,,,DDR-NE0,A,2,SS,-0.1,FM,3.65,376080000000000,,201301293,,,2013,12,12,0,59,0,47.058,9.491,6,4.1,10,2,1.2,0,Balzers,50,,,,,,,,,,
KP201312270708,47.074744,9.506052,7.08,757004,215816,-7080,2013,12,27,7,8,28.6,3.67,1,87,77,-179,357,89,-13,311,10,43,8,,,,,,,,,,,,,,,,DDR-SE0,A,1,SS,-0.011,FM,3.54,229090000000000,,201301351,,,2013,12,27,7,8,0,47.058,9.496,6,3.7,0.5,2,1.1,0,Balzers,50,,,,,,,,,,
KP201401081812,47.143807,7.152629,9.236,578306,221466,-9236,2014,1,8,18,12,25.4,2.76,0,306,55,-155,201,70,-38,159,41,257,9,,,,,,,,,,,,,,,,DDR-NW0,B,2,SS,-0.35,FM,2.87,22646000000000,,201400012,,,2014,1,8,18,12,0,47.156,7.152,8,2.8,28.3,1.4,1.2,0,BIE,Biel-MontSujet,51,,,,,,,,,
KP201401081827,47.144654,7.153005,9.173,578335,221560,-9173,2014,1,8,18,27,48.8,3.19,0,280,56,-120,146,44,-53,135,65,31,6,,,,,,,,,,,,,,,,DDR-NW0,B,2,NF,-0.628,FM,3.1,50119000000000,,201400013,,,2014,1,8,18,27,0,47.154,7.15,10,3.2,28.2,1.1,-0.8,0,BIE,Biel-MontSujet,51,,,,,,,,,
KP201402250052,46.244896,7.823311,5.037,629668,121568,-5037,2014,2,25,0,52,45.4,2.98,0,106,35,-89,285,55,-91,192,80,15,10,,,,,,,,,,,,,,,,DDR-SW0,A,1,NF,-0.989,FM,2.95,29854000000000,,201400154,,,2014,2,25,0,52,0,46.239,7.839,6,3,3.4,1.4,-1,0,Stalden,51,,,,,,,,,,
KP201404172359,47.512195,8.918524,8.108,711475,263434,-8108,2014,4,17,23,59,24.2,1.97,2,358,41,-82,167,49,-97,31,83,262,4,,,,,,,,,,,,,,,,DDR-NE0,A,2,NF,-0.922,FM,2.1,1584900000000,,201400339,,,2014,4,17,23,59,0,47.509,8.914,12,2,5.6,0.5,-3.9,0,Frauenfeld,51,,,,,,,,,,
KP201405100143,46.657906,7.569864,8.159,610044,167416,-8159,2014,5,10,1,43,48.5,2.68,2,235,62,134,351,51,37,295,7,197,51,,,,,,,,,,,,,,,,DDR-SW0,A,2,OT,0.411,FM,2.81,18408000000000,,201400450,,,2014,5,10,1,43,0,46.654,7.588,9,2.7,4.2,1.5,-0.8,0,Diemtigen,51,,,,,,,,,,
KP201408281749,45.618198,10.633681,5.731,999000,999000,-5731,2014,8,28,17,49,19.6,4.07,0,90,64,150,194,63,30,142,0,52,39,,,,,,,,,,,,,,,,ABSRELOC,D,9,OT,0.333,MT,3.73,498080000000000,,201400915,,,2014,8,28,17,49,19,45.637,10.663,3.6,4.1,44.5,3.1,2.1,0,LagoDiGarda,?,,,,,,,,,,
KP201410151936,46.655739,7.565927,7.981,609743,167175,-7981,2014,10,15,19,36,33.3,3.22,2,246,80,135,346,46,14,303,22,195,38,,,,,,,,,,,,,,,,DDR-SW0,A,1,OT,0.156,FM,3.11,51880000000000,,201401090,,,2014,10,15,19,36,0,46.653,7.571,10,3.2,4.9,0.5,-2,0,Diemtigen,51,,,,,,,,,,
KP201411081604,47.44505,8.668351,9.516,692749,255644,-9516,2014,11,8,16,4,22.5,2.75,0,139,87,153,231,63,3,188,16,91,21,,,,,,,,,,,,,,,,DDR-NE0,A,1,SS,0.167,FM,2.74,14454000000000,,201401185,,,2014,11,8,16,4,0,47.445,8.672,12,2.8,5.8,0.3,-2.5,0,Effretikon,51,,,,,,,,,,
KP201412070826_2,47.174064,9.415112,3.866,749821,226676,-3866,2014,12,7,8,26,37.6,2.7,0,126,51,-149,15,66,-43,334,47,74,9,,,,,,,,,,,,,,,,DDR-NE0,A,2,ON,-0.411,FM,2.87,22646000000000,,201401282,,,2014,12,7,8,26,0,47.159,9.401,4,2.7,2.5,2,-0.1,0,Werdenberg,51,,,,,,,,,,
KP201412150658,47.518011,9.162088,22.197,729805,264455,-22197,2014,12,15,6,58,18.3,3.27,0,121,84,-165,29,75,-6,346,15,254,6,,,,,,,,,,,,,,,,DDR-NE0,A,1,SS,-0.117,FM,3.06,43652000000000,,201401310,,,2014,12,15,6,58,0,47.514,9.147,25,3.3,12.9,1.2,-2.8,0,Buerglen,51,,,,,,,,,,
KP201412172304,46.773388,6.793921,22.506,550759,180449,-22506,2014,12,17,23,4,26.9,3.06,0,126,60,-156,23,69,-32,342,37,76,6,,,,,,,,,,,,,,,,DDR-NW0,A,1,SS,-0.311,FM,2.97,31989000000000,,201401316,,,2014,12,17,23,4,0,46.791,6.783,29,3.1,11.7,2.1,-6.5,0,Cheyres,51,,,,,,,,,,
KP201501170916,47.438698,7.844548,9.355,630621,254290,-9355,2015,1,17,9,16,53.6,2.76,2,162,22,-67,317,70,-99,213,64,54,24,,,,,,,,,,,,,,,,DDR-NW0,A,1,NF,-0.9,FM,2.6,8912500000000,,201500058,,,2015,1,17,9,16,0,47.446,7.848,10,2.8,6.5,0.9,-0.6,0,GLK,Gelterkinden,53,,,,,,,,,
KP201501251734,46.792677,10.160112,3.891,807744,185993,-3891,2015,1,25,17,34,26.8,3.06,0,128,42,-128,354,58,-61,316,64,64,9,,,,,,,,,,,,,,,,DDR-SE0,B,2,ON,-0.628,FM,3.17,63826000000000,,201500085,,,2015,1,25,17,34,0,46.777,10.16,7,3.1,10.4,1.7,-3.1,0,GRD,Guarda,53,,,,,,,,,
KP201501312154,47.14479,7.151406,9.086,578214,221575,-9086,2015,1,31,21,54,1.9,3.14,0,140,44,-95,327,46,-85,306,86,54,1,,,,,,,,,,,,,,,,DDR-NW0,A,1,NF,-0.944,FM,3,35481000000000,,201500096,,,2015,1,31,21,54,0,47.152,7.143,10,3.1,7.4,1,-0.9,0,BIE,Biel-MontSujet,53,,,,,,,,,
KP201502212223,47.879015,8.240121,23.163,999000,999000,-23163,2015,2,21,22,23,58.5,3.17,0,267,78,167,360,77,12,314,1,223,18,,,,,,,,,,,,,,,,DDR-NE0,A,2,SS,0.139,FM,2.86,21878000000000,,201500145,,,2015,2,21,22,23,0,47.883,8.222,24,3.2,4.4,1.4,-0.8,0,LEK,Lenzkirch,D,53,,,,,,,,
KP201503231327,47.60369,7.802228,16.553,627343,272620,-16553,2015,3,23,13,27,14.6,2.52,0,302,43,-91,123,47,-89,52,88,213,2,,,,,,,,,,,,,,,,DDR-NW0,A,1,NF,-0.989,FM,2.62,9549900000000,,201500243,,,2015,3,23,13,27,0,47.613,7.808,16,2.5,10.4,1.1,0.6,0,SOH,Schopfheim,D,53,,,,,,,,
KP201505311854,47.660123,8.743925,4.64,698051,279646,-4640,2015,5,31,18,54,3.9,2.22,1,295,36,-94,120,54,-87,43,81,208,9,,,,,,,,,,,,,,,,DDR-NE0,A,1,NF,-0.956,FM,2.6,8912500000000,,201500406,,,2015,5,31,18,54,0,47.657,8.741,7,2.2,4.9,0.4,-2.4,0,BAS,Basadingen-Schlattingen,53,,,,,,,,,
KP201506201030,46.263463,7.39963,7.07,596992,123560,-7070,2015,6,20,10,30,22.9,3.09,1,87,85,176,177,86,5,312,1,42,6,,,,,,,,,,,,,,,,DDR-SW0,A,1,SS,0.044,FM,3.07,45186000000000,,201500468,,,2015,6,20,10,30,0,46.26,7.404,9,3.1,2.9,0.5,-1.9,0,STL,St-Leonard,53,,,,,,,,,
KP201507140159,47.614996,8.881305,11.165,708462,274810,-11165,2015,7,14,1,59,50.9,2.04,0,159,34,-109,2,58,-78,304,74,83,12,,,,,,,,,,,,,,,,DDR-NE0,A,1,NF,-0.828,FM,2.42,4786300000000,,201500520,,,2015,7,14,1,59,0,47.614,8.878,13,2,5.8,0.3,-1.8,0,SAR,Stein,am,Rhein,53,,,,,,,
KP201508151834,46.659518,7.571668,8.473,610182,167596,-8473,2015,8,15,18,34,16.4,2.7,2,242,77,144,341,55,16,296,14,196,34,,,,,,,,,,,,,,,,DDR-SW0,A,2,OT,0.178,FM,2.72,13490000000000,,201500590,,,2015,8,15,18,34,0,46.656,7.581,11,2.7,4.3,0.8,-2.5,0,DIE,Diemtigen,53,,,,,,,,,
KP201510140013,46.333483,7.515165,3.955,605892,131346,-3955,2015,10,14,0,13,45.2,3.1,1,280,68,-127,164,42,-34,146,52,36,15,,,,,,,,,,,,,,,,DDR-SW0,A,1,ON,-0.589,FM,3.17,63826000000000,,201500767,,,2015,10,14,0,13,0,46.331,7.525,4,3.1,4.7,0.8,0,0,CRA,Crans,53,,,,,,,,,
KP201510260426_1,47.638559,8.907936,8.249,710415,277467,-8249,2015,10,26,4,26,45.6,2.37,0,135,56,-161,34,74,-36,349,36,88,12,,,,,,,,,,,,,,,,DDR-NE0,A,1,SS,-0.306,FM,2.57,8035300000000,,201500821,,,2015,10,26,4,26,0,47.636,8.902,11,2.4,4.2,0.5,-2.8,0,SAR,Stein,am,Rhein,53,,,,,,,
KP201511180810,46.33427,7.511269,3.982,605592,131433,-3982,2015,11,18,8,10,41.2,2.7,1,269,71,-137,162,50,-25,134,43,31,13,,,,,,,,,,,,,,,,DDR-SW0,A,2,ON,-0.478,FM,2.87,22646000000000,,201500915,,,2015,11,18,8,10,0,46.328,7.522,5,2.7,4.8,1.1,-1,0,CRA,Crans,53,,,,,,,,,
KP201601011222,47.271101,7.185837,16.714,580871,235609,-16714,2016,1,1,12,22,41.4,2.84,0,136,86,-171,45,81,-4,1,9,270,4,,,,,,,,,,,,,,,,DDR-NW0,A,1,SS,-0.072,FM,2.73,13964000000000,,201600002,,,2016,1,1,12,22,0,47.285,7.171,19,2.8,8,1.9,-2.3,0,REB,Rebevelier,53,,,,,,,,,
KP201601021042,46.53366,7.984611,7.528,641885,153741,-7528,2016,1,2,10,42,44.7,3.11,0,131,56,-103,333,36,-72,3,75,230,10,,,,,,,,,,,,,,,,DDR-SW0,A,1,NF,-0.828,FM,3.05,42170000000000,,201600005,,,2016,1,2,10,42,0,46.529,7.997,7,3.1,10.3,1.1,0.5,0,JFR,Jungfrau,53,,,,,,,,,
KP201601312243,47.124728,10.087977,2.321,800993,222698,-2321,2016,1,31,22,43,58.8,3.54,0,108,66,174,200,85,24,332,13,67,21,,,,,,,,,,,,,,,,DDR-NE0,B,1,SS,0.167,FM,3.49,192750000000000,,201600087,,,2016,1,31,22,43,0,47.101,10.087,6,3.5,14.4,2.6,-3.7,0,KAA,Kloesterle,a.,Arlberg,53,,,,,,,
KP201603130058,46.682282,10.639299,9.612,844805,175112,-9612,2016,3,13,0,58,49.5,2.8,0,127,37,-82,297,53,-96,181,80,31,8,,,,,,,,,,,,,,,,DDR-SE0,A,1,NF,-0.922,FM,2.94,28840000000000,,201600256,,,2016,3,13,0,58,0,46.679,10.646,9,2.8,9.8,0.6,0.6,0,SLU,Schluderns,I,53,,,,,,,,
KP201604111047,46.446594,10.011116,6.413,797637,147157,-6413,2016,4,11,10,47,23.5,3.17,0,291,54,-121,157,46,-55,142,65,42,4,,,,,,,,,,,,,,,,DDR-SE0,A,1,ON,-0.633,FM,3.12,53703000000000,,201600384,,,2016,4,11,10,47,0,46.431,10.015,8,3.2,3.4,1.8,-1.6,0,BER,Bernina,Pass,53,,,,,,,,
KP201605210349,46.263787,7.397845,6.987,596854,123596,-6987,2016,5,21,3,49,38.2,2.9,1,99,85,178,189,88,5,324,2,54,5,,,,,,,,,,,,,,,,DDR-SW0,A,2,SS,0.022,FM,2.96,30903000000000,,201600543,,,2016,5,21,3,49,0,46.258,7.407,8,2.9,3,1,-1,0,STL,St-Leonard,53,,,,,,,,,
KP201606240412,46.264254,7.393987,7.199,596557,123649,-7199,2016,6,24,4,12,17.2,3.22,1,278,83,-149,184,59,-8,145,27,47,16,,,,,,,,,,,,,,,,DDR-SW0,A,1,ON,-0.344,FM,3.02,43287000000000,,201600624,,,2016,6,24,4,12,0,46.262,7.402,8,3.2,3.1,0.7,-0.8,0,STL,St-Leonard,53,,,,,,,,,
KP201608201942,47.201244,7.524799,0.488,606529,227815,-488,2016,8,20,19,42,30.9,2.23,0,299,76,155,35,66,15,349,7,255,27,,,,,,,,,,,,,,,,DDR-NW0,A,1,SS,0.222,FM,2.51,6531300000000,,201600824,,,2016,8,20,19,42,0,47.209,7.532,2,2.2,0.9,1,-1.5,0,SOL,Solothurn,53,,,,,,,,,
KP201610012317,46.036765,6.859269,5.484,555144,98525,-5484,2016,10,1,23,17,39,3.4,1,80,72,-155,342,66,-20,302,30,210,4,,,,,,,,,,,,,,,,DDR-SW0,A,1,SS,-0.278,FM,3.18,73191000000000,,201600983,,,2016,10,1,23,17,0,46.033,6.879,5,3.4,6.5,1.6,0.5,0,VAL,Vallorcine,53,,,,,,,,,
KP201610030643,46.674182,8.49793,7.544,681053,169764,-7544,2016,10,3,6,43,43.8,3.25,1,110,73,-165,16,76,-18,332,22,63,2,,,,,,,,,,,,,,,,DDR-SE0,B,1,SS,-0.167,FM,3.18,66069000000000,,201601010,,,2016,10,3,6,43,0,46.669,8.513,5,3.2,13.6,1.3,2.5,0,GOE,Goeschenen,53,,,,,,,,,
KP201610070727,46.53222,9.549776,12.11,761946,155614,-12110,2016,10,7,7,27,7.6,3.84,0,115,38,-108,317,54,-76,272,76,38,8,,,,,,,,,,,,,,,,DDR-SE0,A,1,NF,-0.822,FM,3.5,222360000000000,,201601032,,,2016,10,7,7,27,0,46.514,9.544,10,3.8,8.6,2.1,2.1,0,MUL,Mulegns,53,,,,,,,,,
KP201610241444,46.340084,7.572964,8.488,610342,132086,-8488,2016,10,24,14,44,11.8,4.14,1,65,54,126,194,49,51,130,3,35,61,,,,,,,,,,,,,,,,DDR-SW0,A,1,OT,0.6,FM,3.65,379300000000000,,201601122,,,2016,10,24,14,44,0,46.338,7.58,8,4.1,6.2,0.6,0.5,0,SAL,Salgesch,53,,,,,,,,,
KP201610250142,46.338218,7.573512,8.633,610384,131879,-8633,2016,10,25,1,42,14.2,2.61,1,86,68,148,189,61,26,139,5,45,38,,,,,,,,,,,,,,,,DDR-SW0,A,1,OT,0.356,FM,2.62,9549900000000,,201601137,,,2016,10,25,1,42,0,46.334,7.58,8,2.6,5.8,0.7,0.6,0,SAL,Salgesch,53,,,,,,,,,
KP201611030548,47.779456,8.787969,3.427,701131,292970,-3427,2016,11,3,5,48,22.2,3.01,1,137,72,-165,42,76,-19,359,23,90,3,,,,,,,,,,,,,,,,DDR-NE0,B,2,SS,-0.167,FM,3.03,39355000000000,,201601178,,,2016,11,3,5,48,0,47.775,8.784,5,3,13.6,0.6,-1.6,0,HIL,Hilzingen,53,,,,,,,,,
KP201611190053,47.779916,8.786053,3.564,700987,293018,-3564,2016,11,19,0,53,56.4,2.73,1,141,58,-146,31,62,-37,355,45,87,2,,,,,,,,,,,,,,,,DDR-NE0,A,1,ON,-0.378,FM,2.8,17783000000000,,201601276,,,2016,11,19,0,53,0,47.78,8.782,5,2.7,1.9,0.3,-1.4,0,HIL,Hilzingen,53,,,,,,,,,
KP201611251829,46.263989,7.396185,7.351,596726,123619,-7351,2016,11,25,18,29,2.5,2.68,1,70,61,137,184,53,37,129,5,33,50,,,,,,,,,,,,,,,,DDR-SW0,A,1,OT,0.478,FM,2.82,19055000000000,,201601313,,,2016,11,25,18,29,0,46.26,7.403,8,2.7,3.1,0.7,-0.6,0,STL,St-Leonard,53,,,,,,,,,
KP201701130613,46.674061,8.4982,7.497,681074,169751,-7497,2017,1,13,6,13,13.9,2.49,1,112,72,-152,13,64,-20,335,32,241,6,,,,,,,,,,,,,,,,DDR-SE0,B,2,SS,-0.311,FM,2.69,12162000000000,,201700048,,,2017,1,13,6,13,0,46.67,8.507,5,2.5,13.6,0.8,2.5,0,GOE,Goeschenen,54,,,,,,,,,
KP201702181322,46.263598,7.395644,6.794,596685,123576,-6794,2017,2,18,13,22,28.6,2.09,1,262,88,-180,172,90,-2,127,2,217,2,,,,,,,,,,,,,,,,DDR-SW0,A,2,SS,0,FM,2.34,3630800000000,,201700199,,,2017,2,18,13,22,0,46.26,7.402,8,2.1,3.2,0.6,-1.2,0,STL,St-Leonard,UNPUBLISHED,,,,,,,,,
KP201703062012_1,46.91695,8.91932,2.011,712784,197269,-2011,2017,3,6,20,12,7.7,4.63,2,258,84,-168,167,78,-6,123,13,32,4,,,,,,,,,,,,,,,,DDR-SE0,A,1,SS,-0.067,FM,4.13,1950000000000000,,201700293,,,2017,3,6,20,12,0,46.907,8.925,4,4.6,6.3,1.2,-2,0,URB,Urnerboden,54,,,,,,,,,
KP201703062157,46.917756,8.914785,3.576,712437,197352,-3576,2017,3,6,21,57,32.9,2.85,2,243,86,-152,151,62,-5,111,22,14,16,,,,,,,,,,,,,,,,DDR-SE0,B,1,SS,-0.056,FM,2.86,21878000000000,,201700304,,,2017,3,6,21,57,0,46.908,8.921,5,2.9,6.7,1.2,-1.4,0,URB,Urnerboden,54,,,,,,,,,
KP201703200030,46.043445,6.882397,4.894,556939,99254,-4894,2017,3,20,0,30,55,3.26,1,67,53,-159,324,73,-39,279,39,19,13,,,,,,,,,,,,,,,,DDR-SW0,A,2,SS,-0.233,FM,3.21,73282000000000,,201700420,,,2017,3,20,0,30,0,46.04,6.909,4,3.3,4.6,2.1,0.9,0,VAL,Vallorcine,F,54,,,,,,,,
KP201704251035,47.190887,7.448032,0.364,600713,226660,-364,2017,4,25,10,35,29.5,2.8,0,247,65,94,57,25,80,334,20,166,69,,,,,,,,,,,,,,,,DDR-NW0,B,1,TF,0.922,FM,3.04,40738000000000,,201700579,,,2017,4,25,10,35,0,47.197,7.451,4,2.8,5.7,0.7,-3.6,0,GRE,Grenchen,54,,,,,,,,,
KP201706021905,46.266723,7.295112,4.226,588934,123932,-4226,2017,6,2,19,5,13.1,3.31,0,243,67,-154,142,66,-25,103,34,13,1,,,,,,,,,,,,,,,,DDR-SW0,A,1,SS,-0.283,FM,3.18,74837000000000,,201700739,,,2017,6,2,19,5,0,46.267,7.3,7,3.3,5.3,0.4,-2.8,0,DAI,Daillon,54,,,,,,,,,
KP201706060718,46.730863,7.235101,2.135,584442,175539,-2135,2017,6,6,7,18,3.4,3.27,0,148,36,-84,321,54,-94,212,80,54,9,,,,,,,,,,,,,,,,DDR-SW0,B,2,NF,-0.944,FM,3.17,71342000000000,,201700751,,,2017,6,6,7,18,0,46.727,7.233,5,3.3,8.6,0.5,-2.9,0,STS,St-Silvester,54,,,,,,,,,
KP201707010810,46.486128,7.095902,2.982,573683,148370,-2982,2017,7,1,8,10,34.2,4.25,1,293,71,-105,153,24,-53,181,61,35,25,,,,,,,,,,,,,,,,DDR-SW0,A,2,NF,-0.833,FM,4.01,1285900000000000,,201700831,,,2017,7,1,8,10,0,46.491,7.097,4,4.3,2.9,0.5,-1,0,CDO,Chateau-D'Oex,54,,,,,,,,,
KP201707021053,47.40826,7.86112,10.457,631889,250913,-10457,2017,7,2,10,53,59.9,2.44,0,279,20,-138,149,77,-75,79,56,227,30,,,,,,,,,,,,,,,,DDR-NW0,A,1,ON,-0.65,FM,2.54,7244400000000,,201700943,,,2017,7,2,10,53,0,47.418,7.863,11,2.4,8.2,1.1,-0.5,0,LFL,Laeufelfingen,54,,,,,,,,,
KP201708052021,46.222512,7.389713,4.775,596224,119009,-4775,2017,8,5,20,21,10.1,2.39,0,259,66,-104,109,28,-62,144,67,359,20,,,,,,,,,,,,,,,,DDR-SW0,A,1,NF,-0.767,FM,2.58,8317600000000,,201701164,,,2017,8,5,20,21,0,46.214,7.393,5,2.4,1.2,1,-0.2,0,VEX,Vex,54,,,,,,,,,
KP201709061222,46.26769,11.94573,3.917,999000,999000,-3917,2017,9,6,12,22,30,3.85,0,303,81,148,39,58,11,355,15,256,29,,,,,,,,,,,,,,,,BULLETIN,B,9,OT,0.239,MT,3.55,264300000000000,,201701295,,,2017,9,6,12,22,30,46.268,11.946,3.9,3.9,8.8,0,0,0,BolzanoI,?,,,,,,,,,,
KP201709200143,46.811612,9.06119,8.099,723831,185775,-8099,2017,9,20,1,43,49.2,2.5,0,270,35,-137,143,67,-63,91,59,213,18,,,,,,,,,,,,,,,,DDR-SE0,A,2,ON,-0.589,FM,2.61,9225700000000,,201701395,,,2017,9,20,1,43,0,46.798,9.059,7,2.5,5,1.5,1.1,0,BRI,Breil,Brigels,54,,,,,,,,
KP201711021409,46.333987,7.517501,4.141,606072,131402,-4141,2017,11,2,14,9,8.8,3.09,1,276,59,-139,162,56,-39,131,50,38,2,,,,,,,,,,,,,,,,DDR-SW0,A,1,ON,-0.456,FM,3.08,46774000000000,,201701568,,,2017,11,2,14,9,0,46.332,7.527,4,3.1,4.7,0.8,0.1,0,CRA,Crans,54,,,,,,,,,
KP201711031804,46.264433,7.39418,7.291,596572,123668,-7291,2017,11,3,18,4,33.1,2.79,1,278,69,-158,180,69,-22,139,30,49,0,,,,,,,,,,,,,,,,DDR-SW0,A,1,SS,-0.244,FM,2.84,20417000000000,,201701590,,,2017,11,3,18,4,0,46.264,7.402,8,2.8,3.2,0.6,-0.7,0,STL,St-Leonard,54,,,,,,,,,
KP201711031815,47.1458,11.36347,8.589,999000,999000,-8589,2017,11,3,18,15,41.2,3.74,0,292,85,168,22,78,5,338,5,246,12,,,,,,,,,,,,,,,,BULLETIN,B,9,SS,0.094,MT,3.5,224410000000000,,201701591,,,2017,11,3,18,15,41,47.146,11.364,8.6,3.7,24.2,0,0,0,FulpmesTirol,?,,,,,,,,,,
KP201711210922,47.143912,8.542533,26.583,683731,222026,-26583,2017,11,21,9,22,2,3.34,0,311,74,-161,216,72,-17,174,25,83,2,,,,,,,,,,,,,,,,DDR-NE0,A,1,SS,-0.2,FM,3.14,57544000000000,,201701702,,,2017,11,21,9,22,0,47.145,8.546,32,3.3,5.3,0.3,-5.4,0,ZUG,Zug,54,,,,,,,,,
