ID,LAT,LON,DEPTH,X,Y,Z,EX,EY,EZ,YR,MO,DY,HR,MI,SC,MAG,NCCP,NCCS,NCTP,NCTS,RCC,RCT,CID
KP198801251249,47.389,6.263,0,511238,249352,0,-9,-9,-9,1988,1,25,12,49,52.7,2.3,,,,,,,
KP201104290110,46.271855,6.289673,5.983,511430,125143,-5983,693,1243,3089.3,2011,4,29,1,10,50.981,1.4,,,,,,,
KP199108272111,47.637,6.263,9,511651,276924,-9000,-9,-9,-9,1991,8,27,21,11,52.6,2.3,,,,,,,
KP198504060418,46.255,6.295,6,511813,123263,-6000,-9,-9,-9,1985,4,6,4,18,35.2,2.7,,,,,,,
KP198211081302,46.1,6.3,10,511949,106029,-10000,-9,-9,-9,1982,11,8,13,2,31.9,3.3,,,,,,,
KP199301282131,47.397,6.274,10,512081,250229,-10000,-9,-9,-9,1993,1,28,21,31,3.9,1.5,,,,,,,
KP202305160116,46.44132,6.295734,1.282,512172,143972,-1282,234,194.7,229.3,2023,5,16,1,16,8.03,0.87,,,,,,,
KP200305290027,46.522349,6.295295,10.546,512270,152979,-10546,3177.4,1271.6,3842.2,2003,5,29,0,27,19.338,1.3,,,,,,,
KP200402231731,47.271321,6.280863,14.896,512393,236250,-14896,1486.5,679.6,1752.9,2004,2,23,17,31,21.26,4.8,,,,,,,
KP202501200323,46.397716,6.300056,2.454,512434,139121,-2454,694.5,186.3,685.8,2025,1,20,3,23,30.287,0.47,,,,,,,
