ID,LAT,LON,DEPTH,X,Y,Z,EX,EY,EZ,YR,MO,DY,HR,MI,SC,MAG
KP201910070412,46.263266,7.397236,6.626,"596807","123539",-6626,8.4,9,10.2,"2019","10","7","4","12",31.23,1.05
KP201910162251,46.263255,7.394933,6.432,"596630","123537",-6432,8.4,8.8,10.2,"2019","10","16","22","51",49.68,0.5
KP201910162339,46.263235,7.39565,6.441,"596685","123535",-6441,8.4,8.9,9.9,"2019","10","16","23","39",43.83,0.34
KP201910170007,46.263256,7.394812,6.433,"596620","123538",-6433,8.4,8.9,10,"2019","10","17","0","7",28.46,1.26
KP201910170008,46.263252,7.395307,6.456,"596659","123537",-6456,8.4,8.9,10.3,"2019","10","17","0","8",2.46,1.31
KP201910170010,46.263334,7.395828,6.474,"596699","123546",-6474,8.4,8.9,10.7,"2019","10","17","0","10",3.08,0.79
KP201910170010_1,46.263287,7.394068,6.434,"596563","123541",-6434,8.5,8.8,10.6,"2019","10","17","0","10",53.21,0.35
KP201910170010_2,46.26327,7.394351,6.41,"596585","123539",-6410,8.5,8.9,10.2,"2019","10","17","0","10",54.64,0.98
KP201910170015,46.263298,7.393813,6.437,"596543","123542",-6437,8.4,8.9,10.1,"2019","10","17","0","15",9.97,0.77
KP201910170018,46.263242,7.395394,6.403,"596665","123536",-6403,8.4,8.9,10.1,"2019","10","17","0","18",51.28,1.27
KP201911052044,46.263197,7.394951,6.367,"596631","123531",-6367,8.4,8.9,10.3,"2019","11","5","20","44",22.53,0.72
KP201911052132,46.263218,7.394484,6.385,"596595","123533",-6385,8.4,8.8,9.9,"2019","11","5","21","32",40.02,0.82
KP202003300728,46.2634,7.396903,6.54,"596782","123554",-6540,8.4,9,10.4,"2020","3","30","7","28",40.76,0.64
KP202104072034,46.263382,7.390026,6.591,"596251","123552",-6591,8.5,9,9.8,"2021","4","7","20","34",6.18,1.46
KP202104072100,46.263302,7.390586,6.624,"596295","123543",-6624,8.5,8.9,10.3,"2021","4","7","21","1",0.09,0.64
KP202104080051,46.263185,7.391596,6.665,"596372","123530",-6665,8.5,8.9,10.3,"2021","4","8","0","51",10.91,0.7
KP202104080134,46.263206,7.391194,6.674,"596341","123532",-6674,8.5,8.9,9.9,"2021","4","8","1","34",9.54,0.95
KP202104080950,46.263283,7.391216,6.58,"596343","123541",-6580,8.5,8.8,9.8,"2021","4","8","9","50",15.96,1.59
KP202104082229,46.263441,7.388378,6.67,"596124","123558",-6670,8.5,8.9,10,"2021","4","8","22","29",58.13,0.91
KP202104091222,46.263325,7.390588,6.635,"596295","123545",-6635,8.5,9,10.2,"2021","4","9","12","22",37.55,0.47
KP202104092350,46.26335,7.389752,6.653,"596230","123548",-6653,8.4,8.9,9.9,"2021","4","9","23","50",57.85,1.58
KP202104151436,46.262994,7.393347,6.715,"596507","123509",-6715,8.5,9.1,10,"2021","4","15","14","36",24.46,0.85
KP202104151707,46.263312,7.390316,6.72,"596274","123544",-6720,8.5,9,10.2,"2021","4","15","17","7",32.02,0.62
KP202104151952,46.263418,7.389551,6.555,"596215","123556",-6555,8.5,8.8,9.9,"2021","4","15","19","52",51.46,0.61
KP202104211457,46.263343,7.390273,6.714,"596270","123547",-6714,8.5,8.9,9.7,"2021","4","21","14","57",52.56,1.64
KP202104222042,46.263025,7.392975,6.697,"596479","123512",-6697,8.4,9.1,9.9,"2021","4","22","20","42",56.3,2.35
KP202104222056,46.263173,7.39349,6.632,"596519","123528",-6632,8.5,8.9,10,"2021","4","22","20","56",14.68,1.34
KP202104222157,46.262983,7.393656,6.685,"596531","123507",-6685,8.5,9.1,10,"2021","4","22","21","57",12.14,0.99
KP202104230522,46.263267,7.392998,6.614,"596481","123539",-6614,8.5,8.9,10.2,"2021","4","23","5","22",58.06,1.52
KP202104271333,46.262966,7.394057,6.727,"596562","123505",-6727,8.4,9.1,10.1,"2021","4","27","13","33",21.5,0.73
KP202104300000,46.262882,7.394494,6.745,"596596","123496",-6745,8.5,8.9,10.2,"2021","4","30","0","0",47.83,0.65
KP202105010529,46.262974,7.393867,6.687,"596548","123506",-6687,8.5,9,10.1,"2021","5","1","5","29",33.54,1.45
KP202105132045,46.263291,7.391231,6.364,"596344","123542",-6364,8.3,8.9,9.8,"2021","5","13","20","45",37.62,0.75
KP202105132240,46.263251,7.392041,6.332,"596407","123537",-6332,8.4,8.8,10,"2021","5","13","22","40",0.95,1.05
KP202105140549,46.263404,7.389886,6.387,"596241","123554",-6387,8.4,8.9,9.9,"2021","5","14","5","49",7.05,1.9
KP202105150542,46.263244,7.391634,6.314,"596375","123536",-6314,8.3,8.8,10.3,"2021","5","15","5","42",31.93,0.82
KP202105160235,46.263318,7.391391,6.42,"596357","123545",-6420,8.5,8.8,9.8,"2021","5","16","2","35",11.26,1.91
KP202105160328,46.263298,7.391804,6.376,"596389","123542",-6376,8.3,9.3,10.1,"2021","5","16","3","28",33.17,1.55
KP202105160409,46.263316,7.3918,6.364,"596388","123544",-6364,8.4,8.8,10.2,"2021","5","16","4","9",42.88,0.62
KP202105161759,46.263501,7.388469,6.47,"596131","123565",-6470,8.4,8.7,9.7,"2021","5","16","17","59",25.56,0.89
KP202105170226,46.263377,7.390892,6.446,"596318","123551",-6446,8.5,8.9,9.9,"2021","5","17","2","26",5.08,0.71
KP202105180152,46.263507,7.388558,6.476,"596138","123566",-6476,8.5,9,10,"2021","5","18","1","52",8.62,0.45
KP202105181021,46.263328,7.39029,6.56,"596272","123546",-6560,8.4,9,9.8,"2021","5","18","10","21",49.27,2.8
KP202105181022,46.263507,7.389082,6.605,"596179","123566",-6605,8.5,9,10,"2021","5","18","10","22",38.04,1.77
KP202105181039,46.263536,7.388683,6.525,"596148","123569",-6525,8.5,8.9,9.8,"2021","5","18","10","39",1.09,1.19
KP202105190212,46.26353,7.388263,6.48,"596116","123568",-6480,8.5,8.9,9.7,"2021","5","19","2","12",13.73,0.92
KP202105242057,46.263385,7.393005,6.565,"596481","123552",-6565,8.4,8.9,10,"2021","5","24","20","57",6.59,0.87
KP202105251059,46.26346,7.388135,6.791,"596106","123561",-6791,8.5,9,10,"2021","5","25","10","59",14.49,1.68
KP202105252022,46.262971,7.392756,6.774,"596462","123506",-6774,8.5,9,10,"2021","5","25","20","22",29.59,1.97
KP202105252045,46.263224,7.390801,6.783,"596311","123534",-6783,8.5,8.9,9.8,"2021","5","25","20","45",58.45,1.2
KP202105260326,46.263081,7.392033,6.737,"596406","123518",-6737,8.5,9,10,"2021","5","26","3","26",16.1,1.21
KP202105261720,46.263474,7.388522,6.482,"596136","123562",-6482,8.5,8.9,9.7,"2021","5","26","17","20",40.74,2.28
KP202105280234,46.263605,7.388698,6.336,"596149","123577",-6336,8.3,8.9,9.7,"2021","5","28","2","34",26.31,0.57
KP202105280458,46.263657,7.388039,6.331,"596098","123582",-6331,8.3,8.9,10,"2021","5","28","4","58",7.04,0.91
KP202106262315,46.263093,7.394799,6.649,"596619","123519",-6649,8.5,9,10,"2021","6","26","23","15",4.55,1.66
KP202106270130,46.262969,7.394507,6.686,"596597","123506",-6686,8.4,9,10.3,"2021","6","27","1","30",48.82,0.76
KP202106280913,46.263046,7.395788,6.671,"596696","123514",-6671,8.5,9,10.5,"2021","6","28","9","13",3.48,0.9
KP202106280913_1,46.263009,7.395955,6.687,"596709","123510",-6687,8.5,9,10.8,"2021","6","28","9","13",51.51,0.86
KP202107170647,46.263293,7.393248,6.448,"596500","123542",-6448,8.4,8.8,10.1,"2021","7","17","6","47",48.48,1.51
KP202107170650,46.263276,7.393055,6.401,"596485","123540",-6401,8.4,8.8,9.5,"2021","7","17","6","50",32.25,0.73
KP202107170651,46.263209,7.39289,6.402,"596472","123532",-6402,8.4,8.8,10,"2021","7","17","6","51",16.69,1.68
KP202107170651_1,46.263272,7.393538,6.447,"596522","123539",-6447,8.4,8.9,9.9,"2021","7","17","6","51",27.42,1.8
KP202107171240,46.263352,7.392202,6.476,"596419","123548",-6476,8.4,8.9,9.9,"2021","7","17","12","40",34.06,1.36
KP202107181727,46.263313,7.394104,6.501,"596566","123544",-6501,8.5,8.9,9.9,"2021","7","18","17","27",56.96,1.47
KP202205190122,46.263607,7.384894,6.499,"595856","123577",-6499,8.5,9,10,"2022","5","19","1","22",2.83,1.03
KP202205231811,46.263533,7.385089,6.523,"595871","123569",-6523,8.4,9,10,"2022","5","23","18","11",39.86,1.07
KP202212101737,46.263302,7.394743,6.305,"596615","123543",-6305,8.4,8.8,10.1,"2022","12","10","17","37",23.56,0.87
KP202212172051,46.263262,7.395389,6.39,"596665","123538",-6390,8.5,9,10.4,"2022","12","17","20","51",46.39,0.61
KP202303051359,46.263195,7.394686,6.259,"596611","123531",-6259,8.5,8.9,11.3,"2023","3","5","13","59",31.59,0.57
